"indice_tiempo","partida","valor"
"2018-01-01","0510 - Ambar gris, castoreo, algalia y almizcle; cantaridas; bilis, incluso desecada; glandulas y demas sustancias de origen animal utilizadas para la preparacion de productos farmaceuticos, frescas, refrigeradas, congeladas o conservadas provisionalmente de ot","353"
"2018-01-01","0511 - Productos de origen animal no expresados ni comprendidos en otra parte; animales muertos de los capitulos 1 o 3, impropios para la alimentacion humana.","714"
"2018-01-01","0701 - Papas (patatas)* frescas o refrigeradas.","369"
"2018-01-01","0702 - Tomates frescos o refrigerados.","169"
"2018-01-01","0703 - Cebollas, chalotes, ajos, puerros y demas hortalizas (incluso silvestres) aliaceas, frescos o refrigerados.","27685"
"2018-01-01","0705 - Lechugas (lactuca sativa) y achicorias, comprendidas la escarola y la endibia (cichorium spp.), frescas o refrigeradas.","19"
"2018-01-01","0709 - Las demas hortalizas (incluso silvestres),frescas o refrigeradas.","919"
"2018-01-01","0710 - Hortalizas (incluso silvestres), aunque esten cocidas en agua o vapor, congeladas.","198"
"2018-01-01","0711 - Hortalizas (incluso silvestres) conservadas provisionalmente (por ejemplo: con gas sulfuroso o con agua salada, sulfurosa o adicionada de otras sustancias para asegurar dicha conservacion), pero todavia impropias para consumo inmediato.","91"
"2018-01-01","0712 - Hortalizas (incluso silvestres) secas, bien cortadas en trozos o en rodajas o bien trituradas o pulverizadas, pero sin otra preparacion.","233"
"2018-01-01","0713 - Hortalizas (incluso silvestres) de vaina secas desvainadas, aunque esten mondadas o partidas.","55353"
"2018-01-01","0802 - Los demas frutos de cascara frescos o secos, incluso sin cascara o mondados.","115"
"2018-01-01","0804 - Datiles, higos, piqas tropicales (ananas), aguacates (paltas)*, guayabas, mangos y mangostanes, frescos o secos.","255"
"2018-01-01","0805 - Agrios (citricos) frescos o secos.","72"
"2018-01-01","0806 - Uvas, frescas o secas, incluidas las pasas.","3941"
"2018-01-01","0807 - Melones, sandias y papayas, frescos.","1"
"2018-01-01","0808 - Manzanas, peras y membrillos, frescos.","11440"
"2018-01-01","0809 - Damascos (chabacanos, albaricoques)*, cerezas, duraznos (melocotones)* (incluidos los griqones y nectarinas), ciruelas y endrinas, frescos.","3029"
"2018-01-01","0810 - Las demas frutas u otros frutos, frescos.","15"
"2018-01-01","0811 - Frutas y otros frutos, sin cocer o cocidos en agua o vapor, congelados, incluso con adicion de azucar u otro edulcorante.","1515"
"2018-01-01","0813 - Frutas y otros frutos, secos, excepto los de las partidas n: 08.01 a 08.06; mezclas de frutas u otros frutos, secos, o de frutos de cascara de este capitulo.","2867"
"2018-01-01","0901 - Cafe, incluso tostado o descafeinado; cascara y cascarilla de cafe; sucedaneos del cafe que contengan cafe en cualquier proporcion.","180"
"2018-01-01","0902 - Te, incluso aromatizado.","5232"
"2018-01-01","0903 - Yerba mate.","7314"
"2018-01-01","0904 - Pimienta del genero piper; frutos de los generos capsicum o pimenta, secos, triturados o pulverizados.","23"
"2018-01-01","0909 - Semillas de anis, badiana, hinojo, cilantro, comino o alcaravea; bayas de enebro.","346"
"2018-01-01","0910 - Jengibre, azafran, curcuma, tomillo, hojas de laurel, ""curry"" y demas especias.","2"
"2018-01-01","1001 - Trigo y morcajo (tranquillon).","424241"
"2018-01-01","1002 - Centeno.","9"
"2018-01-01","1003 - Cebada.","113937"
"2018-01-01","1005 - Maiz.","290929"
"2018-01-01","1006 - Arroz.","5981"
"2018-01-01","1007 - Sorgo de grano (granmfero).","16857"
"2018-01-01","1008 - Alforfon, mijo y alpiste; los demas cereales.","1062"
"2018-01-01","1101 - Harina de trigo o de morcajo (tranquillsn).","16011"
"2018-01-01","1102 - Harina de cereales, excepto de trigo o de morcajo (tranquillon).","421"
"2018-01-01","1103 - Graqones, semola y ""pellets"", de cereales.","955"
"2018-01-01","1104 - Granos de cereales trabajados de otro modo (por ejemplo: mondados, aplastados, en copos, perlados, troceados o quebrantados), excepto el arroz de la partida n: 10.06; germen de cereales entero, aplastado, en copos o molido.","467"
"2018-01-01","1105 - Harina, semola, polvo, copos, granulos y ""pellets"" de papa (patata)*.","46"
"2018-01-01","1106 - Harina, semola y polvo de las hortalizas (incluso silvestres) de la partida n: 07.13, de sagu o de las raices o tuberculos de la partida n: 07.14 o de los productos del capitulo 8.","83"
"2018-01-01","1107 - Malta (de cebada u otros cereales), incluso tostada.","17451"
"2018-01-01","1108 - Almidon y fecula; inulina.","2212"
"2018-01-01","1109 - Gluten de trigo, incluso seco.","229"
"2018-01-01","1201 - Habas (porotos, frijoles, frijoles)* de soja (soya); incluso quebrantadas.","3635"
"2018-01-01","1202 - Manies (cacahuetes, cacahuates)* sin tostar ni cocer de otro modo, incluso sin cascara o quebrantados.","17834"
"2018-01-01","1204 - Semilla de lino, incluso quebrantada.","298"
"2018-01-01","1205 - Semillas de nabo (nabina) o de colza, incluso quebrantadas.","3516"
"2018-01-01","1206 - Semilla de girasol, incluso quebrantada.","2955"
"2018-01-01","1207 - Las demas semillas y frutos oleaginosos, incluso quebrantados.","1457"
"2018-01-01","1208 - Harina de semillas o de frutos oleaginosos, excepto la harina de mostaza.","2263"
"2018-01-01","1209 - Semillas, frutos y esporas, para siembra.","1507"
"2018-01-01","1210 - Conos de lupulo frescos o secos, incluso triturados, molidos o en ""pellets""; lupulino.","61"
"2018-01-01","1211 - Plantas, partes de plantas, semillas y frutos de las especies utilizadas principalmente en perfu- meria, medicina o para usos insecticidas, parasiticidas o similares, frescos o secos, inclusos cortados, quebrantados o pulverizados.","376"
"2018-01-01","1212 - Algarrobas, algas, remolacha azucarera y caqa de azucar, frescas, refrigeradas, congeladas o secas, incluso pulverizadas; carozos (huesos)* y almendras de frutos y demas productos vegetales (incluidas las raices de achicoria sin tostar de la variedad cic","9"
"2018-01-01","1214 - Nabos forrajeros, remolachas forrajeras, raices forrajeras, heno, alfalfa,trebol, esparceta, coles forrajeras, altramuces, vezas y productos forrajeros similares,incluso en ""pellets"".","1517"
"2018-01-01","1301 - Goma laca; gomas, resinas, gomorresinas y oleorresinas (por ejemplo: balsamos), naturales.","661"
"2018-01-01","1302 - Jugos y extractos vegetales; materias pecticas, pectinatos y pectatos; agar-agar y demas mucilagos y espesativos derivados de los vegetales, incluso modificados.","549"
"2018-01-01","1401 - Materias vegetales de las especies utilizadas principalmente en cesteria o esparteria (por ejemplo: bambu, roten (ratan)*, caqa, junco, mimbre, rafia, paja de cereales limpiada, blanqueada o teqida, corteza de tilo).","37"
"2018-01-01","1501 - Grasa de cerdo (incluida la manteca de cerdo) y grasa de ave, excepto las de las partidas n: 02.09 o 15.03.","30"
"2018-01-01","1502 - Grasa de animales de las especies bovina, ovina o caprina, excepto las de la partida 15.03.","2621"
"2018-01-01","1503 - Estearina solar, aceite de manteca de cerdo, oleoestearina, oleomargarina y aceite de sebo, sin emulsionar, mezclar ni preparar de otro modo.","13"
"2018-01-01","1504 - Grasas y aceites, y sus fracciones, de pescado o de mamiferos marinos, incluso refinados, pero sin modificar quimicamente.","52"
"2018-01-01","1505 - Grasa de lana y sustancias grasas derivadas, incluida la lanolina.","382"
"2018-01-01","1507 - Aceite de soja (soya) y sus fracciones, incluso refinado, pero sin modificar quimicamente.","162010"
"2018-01-01","1508 - Aceite de mani (cacahuate, cacahuete)* y sus fracciones, incluso refinado, pero sin modificar quimicamente.","1412"
"2018-01-01","1509 - Aceite de oliva y sus fracciones, incluso refinado, pero sin modificar quimicamente.","3342"
"2018-01-01","1512 - Aceites de girasol, cartamo o algodon, y sus fracciones, incluso refinados, pero sin modificar quimicamente.","39495"
"2018-01-01","1515 - Las demas grasas y aceites vegetales fijos (incluido el aceite de jojoba), y sus fracciones, incluso refinados, pero sin modificar quimicamente.","2039"
"2018-01-01","1516 - Grasas y aceites, animales o vegetales, y sus fracciones, parcial o totalmente hidrogenados, interesterificados, reesterificados o elaidinizados, incluso refinados, pero sin preparar de otro modo.","108"
"2018-01-01","1517 - Margarina; mezclas o preparaciones alimenticias de grasas o aceites, animales o vegetales, o de fracciones de diferentes grasas o aceites, de este capitulo, excepto las grasas y aceites alimenticios y sus fracciones, de la partida n: 15.16.","11959"
"2018-01-01","1518 - Grasas y aceites, animales o vegetales, y sus fracciones, cocidos, oxidados, deshidratados, sulfurados, soplados, polimerizados por calor en vacio o atmosfera inerte (""estandolizados""), o modificados quimicamente de otra forma, excepto los de la partida","5880"
"2018-01-01","1520 - Glicerol en bruto; aguas y lejmas glicerinosas.","8609"
"2018-01-01","1521 - Ceras vegetales (excepto los trigliceridos), cera de abejas o de otros insectos y esperma de ballena o de otros cetaceos (espermaceti), incluso refinadas o coloreadas.","158"
"2018-01-01","1601 - Embutidos y productos similares de carne, despojos o sangre; preparaciones alimenticias a base de estos prouctos.","45"
"2018-01-01","1602 - Las demas preparaciones y conservas de carne, despojos o sangre.","12084"
"2018-01-01","1604 - Preparaciones y conservas de pescado; caviar y sus sucedaneos preparados con huevas de pescado.","552"
"2018-01-01","1605 - Crustaceos, moluscos y demas invertebrados acuaticos, preparados o conservados.","1"
"2018-01-01","1701 - Azucar de caqa o de remolacha y sacarosa quimicamente pura, en estado solido.","4915"
"2018-01-01","1702 - Los demas azucares, incluidas la lactosa, maltosa, glucosa y fructosa (levulosa) quimicamente puras, en estado solido; jarabe de azucar sin adicion de aromatizante ni colorante; sucedaneos de la miel, incluso mezclados con miel natural; azucar y melaza c","2360"
"2018-01-01","1703 - Melaza procedente de la extraccion o del refinado del azucar.","49"
"2018-01-01","1704 - Articulos de confiteria sin cacao (incluido el chocolate blanco).","2636"
"2018-01-01","1805 - Cacao en polvo sin adicion de azucar ni otro edulcorante.","1"
"2018-01-01","1806 - Chocolate y demas preparaciones alimenticias que contengan cacao.","10582"
"2018-01-01","1901 - Extracto de malta; preparaciones alimenticias de harina, semola, almidon, fecula o extracto de malta, que no contengan cacao o con un contenido de cacao inferior al 40% en peso calculado sobre una base totalmente desgrasada, no expresadas ni comprendidas","14826"
"2018-01-01","1902 - Pastas alimenticias, incluso cocidas o rellenas (de carne u otras sustancias) o bien preparadas de otra forma, tales como espaguetis, fideos, macarrones, tallarines, lasaqas, qoquis, ravioles, canelones; cuscus, incluso preparado.","1211"
"2018-01-01","1904 - Productos a base de cereales obtenidos por inflado o tostado (por ejemplo: hojuelas o copos de maiz); cereales (excepto el maiz) en grano o en forma de copos u otro grano trabajado (excepto la harina y semola), precocidos o preparados de otro modo, no ex","590"
"2018-01-01","1905 - Productos de panaderia, pasteleria o galleteria, incluso con adicion de cacao; hostias, sellos vacios del tipo de los utilizados para medicamentos, obleas para sellar, pastas secas de harina, almidon o fecula, en hojas, y productos similares.","5604"
"2018-01-01","2001 - Hortalizas (incluso silvestres), frutas u otros frutos y demas partes comestibles de plantas, preparados o conservados en vinagre o en acido acetico.","21"
"2018-01-01","2002 - Tomates preparados o conservados (excepto en vi- nagre o en acido acetico).","233"
"2018-01-01","2004 - Las demas hortalizas (incluso silvestres) preparadas o conservadas (excepto en vinagre o en acido acetico), congeladas, excepto los productos de la partida n: 20.06.","12288"
"2018-01-01","2005 - Las demas hortalizas (incluso silvestres) preparadas o conservadas (excepto en vinagre o en acido acetico), sin congelar, excepto los productos de la partida n: 20.06.","4575"
"2018-01-01","2007 - Confituras, jaleas y mermeladas, pures y pastas de frutas u otros frutos, obtenidos por coccion, incluso con adicion de azucar u otro endulcorante.","2615"
"2018-01-01","2008 - Frutas u otros frutos y demas partes comestibles de plantas, preparados o conservados de otro modo, incluso con adicion de azucar u otro edulcorante o alcohol, no expresados ni comprendidos en otra parte.","46228"
"2018-01-01","2009 - Jugos de frutas u otros frutos (incluido el mosto de uva) o de hortalizas (incluso silvestres) sin fermentar y sin adicion de alcohol, incluso con adicion de azucar u otro edulcorante.","13320"
"2018-01-01","2101 - Extractos, esencias y concentrados de cafe, te o yerba mate y preparaciones a base de estos productos o a base de cafe, te o yerba mate; achicoria tostada y demas sucedaneos del cafe tostados y sus extractos, esencias y concentrados.","398"
"2018-01-01","2102 - Levaduras (vivas o muertas); los demas microorganismos monocelulares muertos (excepto las vacunas de la partida n: 30.02); polvos para hornear preparados.","2687"
"2018-01-01","2103 - Preparaciones para salsas y salsas preparadas; condimentos y sazonadores, compuestos; harina de mostaza y mostaza preparada.","2798"
"2018-01-01","2104 - Preparaciones para sopas, potajes o caldos; sopas, potajes o caldos, preparados; preparaciones alimenticias compuestas homogeneizadas.","214"
"2018-01-01","2105 - Helados, incluso con cacao.","613"
"2018-01-01","2106 - Preparaciones alimenticias no expresadas ni comprendidas en otra parte.","7144"
"2018-01-01","2201 - Agua, incluidas el agua mineral natural o artificial y la gaseada, sin adicion de azucar u otro edulcorante ni aromatizada; hielo y nieve.","2"
"2018-01-01","2202 - Agua, incluidas el agua mineral y la gaseada, con adicion de azucar u otro edulcorante o aromatizada, y demas bebidas no alcoholicas, excepto los jugos de frutas u otros frutos, o de hortalizas (incluso silvestres) de la partida n: 20.09.","3127"
"2018-01-01","2203 - Cerveza de malta.","3301"
"2018-01-01","2204 - Vino de uvas frescas, incluso encabezado; mosto de uva, excepto el de la partida n: 20.09.","55493"
"2018-01-01","2205 - Vermut y demas vinos de uvas frescas preparados con plantas o sustancias aromaticas.","48"
"2018-01-01","2206 - Las demas bebidas fermentadas (por ejemplo: sidra, perada, aguamiel); mezclas de bebidas fermentadas y mezclas de bebidas fermentadas y bebidas no alcohslicas, no expresadas ni comprendidas en otra parte.","600"
"2018-01-01","2207 - Alcohol etilico sin desnaturalizar con grado alcoholico volumetrico superior o igual a 80% vol; alcohol etilico y aguardiente desnaturalizados, de cualquier graduacion.","806"
"2018-01-01","2208 - Alcohol etilico sin desnaturalizar con grado alcoholico volumetrico inferior a 80% vol; aguardientes, licores y demas bebidas espirituosas.","731"
"2018-01-01","2209 - Vinagre y sucedaneos del vinagre obtenidos a partir del acido acetico.","76"
"2018-01-01","2301 - Harina, polvo y ""pellets"", de carne, despojos, pescado o de crustaceos, moluscos o demas invertebrados acuaticos, impropios para la alimentacion humana; chicharrones.","4635"
"2018-01-01","2302 - Salvados, moyuelos y demas residuos del cernido, de la molienda o de otros tratamientos de los cereales o de las leguminosas, incluso en ""pellets"".","22879"
"2018-01-01","2303 - Residuos de la industria del almidon y residuos similares, pulpa de remolacha, bagazo de caqa de azucar y demas desperdicios de la industria azucarera, heces y desperdicios de cerveceria o de destileria, incluso en ""pellets"".","2079"
"2018-01-01","2304 - Tortas y demas residuos sslidos de la extraccisn del aceite de soja (soya), incluso molidos o en ""pellets"".","700662"
"2018-01-01","2305 - Tortas y demas residuos solidos de la extraccion del aceite de mani (cacahuate, cacahuete)*, incluso molidos o en ""pellets"".","158"
"2018-01-01","2306 - Tortas y demas residuos solidos de la extraccion de grasas o aceites vegetales, incluso molidos o en ""pellets"" excepto los de las partidas n: 23.04 o 23.05.","7043"
"2018-01-01","2308 - Materias vegetales y desperdicios vegetales, residuos y subproductos vegetales, incluso en ""pellets"", del tipo de los utilizados para la alimentacion de los animales, no expresados ni comprendidos en otra parte.","3219"
"2018-01-01","2309 - Preparaciones del tipo de las utilizadas para la alimentacion de los animales.","24021"
"2018-01-01","2401 - Tabaco en rama o sin elaborar; desperdicios de tabaco.","8113"
"2018-01-01","2402 - Cigarros (puros) (incluso despuntados), cigarritos (puritos) y cigarrillos, de tabaco o de sucedaneos del tabaco.","696"
"2018-01-01","2403 - Los demas tabacos y sucedaneos del tabaco, elaborados; tabaco ""homogeneizado"" o ""reconstituido""; extractos y jugos de tabaco.","661"
"2018-01-01","2501 - Sal (incluidas las de mesa y la desnaturalizada) y cloruro de sodio puro, incluso en disolucisn acuosa o con adicisn de antiaglomerantes o de agentes que garanticen una buena fluidez; agua de mar.","290"
"2018-01-01","2503 - Azufre de cualquier clase, excepto el sublimado, el precipitado y el coloidal.","0"
"2018-01-01","2504 - Grafito natural.","6"
"2018-01-01","2505 - Arenas naturales de cualquier clase, incluso coloreadas, excepto las arenas metaliferas del capitulo 26.","15"
"2018-01-01","2506 - Cuarzo (excepto las arenas naturales); cuarcita, incluso desbastada o simplemente troceada, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.","17"
"2018-01-01","2507 - Caolmn y demas arcillas caolmnicas, incluso calcinados.","11"
"2018-01-01","2508 - Las demas arcillas (excepto las arcillas dilatadas de la partida n: 68.06), andalucita, cianita y silimanita, incluso calcinadas; mullita; tierras de chamota o de dinas.","814"
"2018-01-01","2509 - Creta.","78"
"2018-01-01","2511 - Sulfato de bario natural (baritina); carbonato de bario natural (witherita), incluso calcinado, excepto el oxido de bario de la partida n: 28.16.","1"
"2018-01-01","2512 - Harinas siliceas fosiles (por ejemplo: kieselguhr, tripolita, diatomita) y demas tierras siliceas analogas, de densidad aparente inferior o igual a 1, incluso calcinadas.","188"
"2018-01-01","2513 - Piedra pomez; esmeril; corindon natural, granate natural y demas abrasivos naturales, incluso tratados termicamente.","1"
"2018-01-01","2516 - Granito, porfido, basalto, arenisca y demas piedras de talla o de construccion, incluso desbastados o simplemente troceados, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.","6"
"2018-01-01","2517 - Cantos, grava, piedras machacadas, de los tipos generalmente utilizados para hacer hormigon, o para firmes de carreteras, vias ferreas u otros balastos, guijarros y pedernal, incluso tratados termicamente; macadan de escorias o de desechos industriales s","81"
"2018-01-01","2518 - Dolomita, incluso sinterizada o calcinada; dolomita desbastada o simplemente troceada, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares; aglomerado de dolomita.","189"
"2018-01-01","2519 - Carbonato de magnesio natural (magnesita); magnesia electrofundida ; magnesia calcinada a muerte (sinterizada), incluso con pequeqas cantidades de otros oxidos aqadidos antes de la sinterizacion; oxido de magnesio, incluso puro.","1"
"2018-01-01","2520 - Yeso natural; anhidrita; yeso fraguable (consistente en yeso natural calcinado o en sulfato de calcio), incluso coloreado o con pequeqas cantidades de aceleradores o retardadores.","91"
"2018-01-01","2522 - Cal viva, cal apagada y cal hidraulica, excepto el oxido y el hidroxido de calcio de la partida n: 28.25.","3972"
"2018-01-01","2523 - Cementos hidraulicos (comprendidos los cementos sin pulverizar o ""clinker""), incluso coloreados.","689"
"2018-01-01","2526 - Esteatita natural, incluso desbastada o simplemente troceada, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares; talco.","9"
"2018-01-01","2528 - Boratos naturales y sus concentrados (incluso calcinados), excepto los boratos extraidos de las salmueras naturales; acido borico natural con un contenido de h3bo3 inferior o igual al 85%, valorado sobre producto seco.","723"
"2018-01-01","2529 - Feldespato; leucita; nefelina y nefelina sienita; espato fluor.","89"
"2018-01-01","2530 - Materias minerales no expresadas ni comprendidas en otra parte.","34"
"2018-01-01","2608 - Minerales de cinc y sus concentrados.","12612"
"2018-01-01","2610 - Minerales de cromo y sus concentrados.","700"
"2018-01-01","2616 - Minerales de los metales preciosos y sus concentrados","16109"
"2018-01-01","2620 - Cenizas y residuos (excepto los de la siderurgia) que contengan metal o compuestos de metales.","334"
"2018-01-01","2701 - Hullas; briquetas, ovoides y combustibles solidos similares, obtenidos de la hulla.","32"
"2018-01-01","2703 - Turba (comprendida la utilizada para cama de animales), incluso aglomerada.","116"
"2018-01-01","2704 - Coques y semicoques de hulla, lignito o turba, incluso aglomerados; carbsn de retorta.","166"
"2018-01-01","2707 - Aceites y demas productos de la destilacion de los alquitranes de hulla de alta temperatura; productos analogos en los que los constituyentes aromaticos predominen en peso sobre los no aromaticos.","4043"
"2018-01-01","2708 - Brea y coque de brea de alquitran de hulla o de otros alquitranes minerales.","31"
"2018-01-01","2709 - Aceites crudos de petrsleo o de mineral bituminoso.","161342"
"2018-01-01","2710 - Aceites de petrsleo o de mineral bituminoso, excepto los aceites crudos; preparaciones no expresadas ni comprendidas en otra parte, con un contenido de aceites de petrsleo o de mineral bituminoso superior o igual al 70 % en peso, en las que estos aceites","84974"
"2018-01-01","2711 - Gas de petroleo y demas hidrocarburos gaseosos.","58908"
"2018-01-01","2712 - Vaselina; parafina, cera de petroleo microcristalina, ""slack wax"", ozoquerita, cera de lignito, cera de turba, demas ceras minerales y productos similares obtenidos por sintesis o por otros procedimientos, incluso coloreados.","39"
"2018-01-01","2713 - Coque de petroleo, betun de petroleo y demas residuos de los aceites de petroleo o de mineral bituminoso.","7331"
"2018-01-01","2714 - Betunes y asfaltos naturales; pizarras y arenas bituminosas; asfaltitas y rocas asfalticas.","7"
"2018-01-01","2716 - Energia electrica.","0"
"2018-01-01","2801 - Fluor, cloro, bromo y yodo.","0"
"2018-01-01","2803 - Carbono (negros de humo y otras formas de carbono no expresadas ni comprendidas en otra parte).","2317"
"2018-01-01","2804 - Hidrogeno, gases nobles y demas elementos no metalicos.","201"
"2018-01-01","2807 - Acido sulfzrico; oleum.","10"
"2018-01-01","2808 - Acido nmtrico; acidos sulfonmtricos.","34"
"2018-01-01","2809 - Pentaoxido de difosforo; acido fosforico y acidos polifosforicos.","3"
"2018-01-01","2810 - Sxidos de boro; acidos bsricos.","552"
"2018-01-01","2811 - Los demas acidos inorganicos y los demas compuestos oxigenados inorganicos de los elementos no metalicos.","753"
"2018-01-01","2812 - Halogenuros y oxihalogenuros de los elementos no metalicos.","0"
"2018-01-01","2813 - Sulfuros de los elementos no metalicos; trisulfuro de fosforo comercial.","574"
"2018-01-01","2815 - Hidroxido de sodio (sosa o soda caustica); hidroxido de potasio (potasa caustica); peroxidos de sodio o de potasio.","504"
"2018-01-01","2816 - Hidroxido y peroxido de magnesio; oxidos, hidroxidos y peroxidos, de estroncio o de bario.","10"
"2018-01-01","2817 - Sxido de cinc; persxido de cinc.","13"
"2018-01-01","2818 - Corindon artificial, aunque no sea quimicamente definido; oxido de aluminio; hidroxido de aluminio.","2"
"2018-01-01","2825 - Hidrazina e hidroxilamina y sus sales inorganicas; las demas bases inorganicas; los demas oxidos, hidroxidos y peroxidos de metales.","6"
"2018-01-01","2826 - Fluoruros; fluorosilicatos, fluoroaluminatos y demas sales complejas de fluor.","66"
"2018-01-01","2827 - Cloruros, oxicloruros e hidroxicloruros; bromuros y oxibromuros; yoduros y oxiyoduros.","3379"
"2018-01-01","2828 - Hipoclorito; hipoclorito de calcio comercial; cloritos; hipobromitos.","1"
"2018-01-01","2829 - Cloratos y percloratos; bromatos y perbromatos; yodatos y peryodatos.","0"
"2018-01-01","2830 - Sulfuros; polisulfuros.","548"
"2018-01-01","2832 - Sulfitos; tiosulfatos.","22"
"2018-01-01","2833 - Sulfatos; alumbres; peroxosulfatos (persulfatos).","211"
"2018-01-01","2834 - Nitritos; nitratos.","0"
"2018-01-01","2835 - Fosfinatos (hipofofitos), fosfonatos (fosfitos), fosfatos y polifosfatos.","61"
"2018-01-01","2836 - Carbonatos; peroxocarbonatos (percarbonatos); carbonato de amonio comercial que contenga carbamato de amonio.","25461"
"2018-01-01","2837 - Cianuros, oxicianuros y cianuros complejos.","0"
"2018-01-01","2839 - Silicatos; silicatos comerciales de los metales alcalinos.","97"
"2018-01-01","2840 - Boratos; peroxoboratos (perboratos).","812"
"2018-01-01","2841 - Sales de los acidos oxometalicos o peroxometalicos.","1"
"2018-01-01","2842 - Las demas sales de los acidos o peroxoacidos inorganicos (incluidos los aluminosilicatos aunque no sean de constitucisn qummica definida), excepto los aziduros (azidas).","35"
"2018-01-01","2843 - Metal precioso en estado coloidal; compuestos inorganicos u organicos de metal precioso, aunque no sean de constitucion quimica definida; amalgamas de metal precioso.","90"
