"indice_tiempo","partida","valor"
"2018-03-01","8455 - Laminadores para metal y sus cilindros.","1847"
"2018-03-01","8456 - Maquinas herramienta que trabajen por arranque de cualquier materia mediante laser u otros haces de luz o de fotones, por ultrasonido, electroerosion, procesos electroquimicos, haces de electrones, haces ionicos o chorro de plasma.","0"
"2018-03-01","8459 - Maquinas (incluidas las unidades de mecanizado de correderas) de taladrar, escariar, fresar o roscar (incluso aterrajar), metal por arranque de materia, excepto los tornos (incluidos los centros de torneado) de la partida n: 84.58.","0"
"2018-03-01","8460 - Maquinas de desbarbar, afilar, amolar, rectificar, lapear (bruqir), pulir o hacer otras operaciones de acabado, para metal o cermets, mediante muelas, abrasivos o productos para pulir, excepto las maquinas para tallar o acabar engranajes de la partida n:","87"
"2018-03-01","8461 - Maquinas de cepillar, limar, mortajar, brochar, tallar o acabar engranajes, aserrar, trocear y demas maquinas herramienta que trabajen por arranque de metal o cermets, no expresadas ni comprendidas en otra parte.","0"
"2018-03-01","8462 - Maquinas (incluidas las prensas) de forjar o estampar, martillos pilon y otras maquinas de martillar, para trabajar metal; maquinas (incluidas las prensas) de enrollar, curvar, plegar, enderezar, aplanar, cizallar, punzonar o entallar, metal; prensas par","53"
"2018-03-01","8464 - Maquinas herramienta para trabajar piedra, ceramica, hormigon, amianto cemento o materias minerales similares, o para trabajar el vidrio en frio.","0"
"2018-03-01","8465 - Maquinas herramienta (incluidas las de clavar, grapar, encolar o ensamblar de otro modo) para trabajar madera, corcho, hueso, caucho endurecido, plastico rigido o materias duras similares.","100"
"2018-03-01","8466 - Partes y accesorios identificables como destinados, exclusiva o principalmente, a las maquinas de las partidas n: 84.56 a 84.65, incluidos los portapiezas y portautiles, dispositivo de roscar de apertura automatica, divisores y demas dispositivos especia","119"
"2018-03-01","8467 - Herramientas neumaticas, hidraulicas o con motor incorporado que no sea electrico, de uso manual.","169"
"2018-03-01","8468 - Maquinas y aparatos para soldar, aunque puedan cortar, excepto los de la partida n: 85.15; maquinas y aparatos de gas para el temple superficial.","0"
"2018-03-01","8470 - Maquinas de calcular y maquinas de bolsillo registradoras, reproductoras y visualizadoras de datos, con funcion de calculo; maquinas de contabilidad, de franquear, expedir boletos (tiques) y maquinas similares, con dispositivo de calculo incorporado; caj","0"
"2018-03-01","8471 - Maquinas automaticas para tratamiento o procesamiento de datos y sus unidades; lectores magneticos u opticos, maquinas para registro de datos sobre soporte en forma codificada y maquinas para tratamiento o procesamiento de estos datos, no expresados ni c","256"
"2018-03-01","8472 - Las demas maquinas y aparatos de oficina (por ejemplo: copiadoras hectograficas, mimeografos, maquinas de imprimir direcciones, distribuidores automaticos de billetes de banco, maquinas de clasificar, contar o encartuchar monedas, sacapuntas, perforadora","0"
"2018-03-01","8473 - Partes y accesorios (excepto los estuches, fundas y similares) identificables como destinados, exclusiva o principalmente, a las maquinas o aparatos de las partidas n: 84.69 a 84.72.","84"
"2018-03-01","8474 - Maquinas y aparatos de clasificar, cribar, separar, lavar, quebrantar, triturar, pulverizar, mezclar, amasar o sobar, tierra, piedra u otra materia mineral solida (incluidos el polvo y la pasta); maquinas de aglomerar, formar o moldear combustibles miner","1189"
"2018-03-01","8477 - Maquinas y aparatos para trabajar caucho o plastico o para fabricar productos de estas materias, no expresados ni comprendidos en otra parte de este capitulo.","388"
"2018-03-01","8479 - Maquinas y aparatos mecanicos con funcion propia, no expresados ni comprendidos en otra parte de este capitulo.","1784"
"2018-03-01","8480 - Cajas de fundicion; placas de fondo para moldes; modelos para moldes; moldes para metal (excepto las lingoteras), carburos metalicos, vidrio, materia mineral, caucho o plastico.","323"
"2018-03-01","8481 - Articulos de griferia y organos similares para tuberias, calderas, depositos, cubas o continentes similares, incluidas las valvulas reductoras de presion y las valvulas termostaticas.","6730"
"2018-03-01","8482 - Rodamientos de bolas, de rodillos o de agujas.","3602"
"2018-03-01","8483 - Arboles de transmision (incluidos los de levas y los cigueqales) y manivelas; cajas de cojinetes y cojinetes; engranajes y ruedas de friccion; husillos fileteados de bolas o rodillos; reductores, multiplicadores y variadores de velocidad, incluidos los c","2472"
"2018-03-01","8484 - Juntas metaloplasticas; surtidos de juntas de distinta composicion presentados en bolsitas, sobres o envases analogos; juntas mecanicas de estanqueidad.","639"
"2018-03-01","8487 - Partes de maquinas o aparatos, n.c.o.p. del capitulo 84 (excl. sin conexiones electricas, partes aisladas electricamente, bobinados, contactos ni otras caracteristicas eléctricas)","424"
"2018-03-01","8501 - Motores y generadores, electricos, excepto los grupos electrogenos.","525"
"2018-03-01","8502 - Grupos electrogenos y convertidores rotativos electricos.","108"
"2018-03-01","8503 - Partes identificables como destinadas, exclusiva o principalmente, a las maquinas de las partidas 85.01 u 85.02.","12"
"2018-03-01","8504 - Transformadores electricos, convertidores electricos estaticos (por ejemplo:rectificadores) y bobinas de reactancia (autoinduccion).","828"
"2018-03-01","8505 - Electroimanes; imanes permanentes y articulos destinados a ser imantados permanentemente; platos, mandriles y dispositivos magneticos o electromagneticos similares, de sujecion; acoplamientos, embragues, variadores de velocidad y frenos, electromagnetico","25"
"2018-03-01","8506 - Pilas y baterias de pilas, electricas.","0"
"2018-03-01","8507 - Acumuladores electricos, incluidos sus separadores, aunque sean cuadrados o rectangulares.","135"
"2018-03-01","8508 - Herramientas electromecanicas con motor electrico incorporado, de uso manual.","24"
"2018-03-01","8509 - Aparatos electromecanicos con motor electrico incorporado, de uso domestico.","111"
"2018-03-01","8510 - Afeitadoras, maquinas de cortar el pelo o esquilar y aparatos de depilar, con motor electrico incorporado.","0"
"2018-03-01","8511 - Aparatos y dispositivos electricos de encendido o de arranque, para motores de encendido por chispa o por compresion (por ejemplo: magnetos, dinamomagnetos, bobinas de encendido, bujias de encendido o calentamiento, motores de arranque); generadores (por","497"
"2018-03-01","8512 - Aparatos electricos de alumbrado o seqalizacion (excepto los articulos de la partida n: 85.39), limpiaparabrisas, eliminadores de escarcha o vaho, electricos, del tipo de los utilizados en velocipedos o vehiculos automoviles.","617"
"2018-03-01","8513 - Lamparas electricas portatiles concebidas para funcionar con su propia fuente de energia (por ejemplo: de pilas, acumuladores, electromagneticas), excepto los aparatos de alumbrado de la partida n: 85.12.","1"
"2018-03-01","8514 - Hornos electricos industriales o de laboratorio, incluidos los de induccion o perdidas dielectricas; los demas aparatos industriales o de laboratorio para tratamiento termico de materias por induccion o perdidas dielectricas.","92"
"2018-03-01","8515 - Maquinas y aparatos para soldar (aunque puedan cortar), electricos (incluidos los de gas calentado electricamente), de laser u otros haces de luz o de fotones, ultrasonido, haces de electrones, impulsos magneticos o chorro de plasma; maquinas y aparatos","68"
"2018-03-01","8516 - Calentadores electricos de agua de calentamiento instantaneo o acumulacion y calentadores electricos de inmersion; aparatos electricos para calefaccion de espacios o suelos; aparatos electrotermicos para el cuidado del cabello (por ejemplo: secadores, ri","180"
"2018-03-01","8517 - Aparatos electricos de telefonia o telegrafia con hilos, incluidos los telefonos de auricular inalambrico, combinado con microfono y los aparatos de telecomunicacion por corriente portadora o telecomunicacion digital; videofonos.","974"
"2018-03-01","8518 - Microfonos y sus soportes; altavoces (altoparlantes), incluso montados en sus cajas; auriculares, incluso combinados con microfono; amplificadores electricos de audiofrecuencia; equipos electricos para amplificacion de sonido.","73"
"2018-03-01","8519 - Giradiscos, tocadiscos, tocacasetes y demas reproductores de sonido, sin dispositivo de grabacion de sonido incorporado.","11"
"2018-03-01","8521 - Aparatos de grabacion o reproduccion de imagen y sonido (videos), incluso con receptor de seqales de imagen y sonido incorporado.","0"
"2018-03-01","8523 - Soportes preparados para grabar sonido o grabaciones analogas, sin grabar, excepto los productos del capitulo 37.","431"
"2018-03-01","8525 - Aparatos emisores de radiotelefonia, radiotelegrafia, radiodifusion o television, incluso con aparato receptor o de grabacion o reproduccion de sonido, incorporados; camaras de television; videocamaras, incluidas las de imagen fija.","124"
"2018-03-01","8526 - Aparatos de radar, de radionavegacion o radiotelemando.","167"
"2018-03-01","8527 - Aparatos receptores de radiotelefonia, radiotelegrafia o radiodifusion, incluso combinados en la misma envoltura con grabador o reproductor de sonido o con reloj.","931"
"2018-03-01","8528 - Aparatos receptores de television, incluso con aparato receptor de radiodifusion o de grabacion o reproduccion de sonido o imagen incoporados; videomonitores y videoproyectores.","37"
"2018-03-01","8529 - Partes identificables como destinadas, exclusiva o principalmente, a los aparatos de las partidas n: 85.25 a 85.28.","26"
"2018-03-01","8530 - Aparatos electricos de seqalizacion (excepto los de transmision de mensajes), seguridad, control o mando, para vias ferreas o similares, carreteras, vias fluviales, areas o parques de estacionamiento, instalaciones portuarias o aeropuertos (excepto los d","0"
"2018-03-01","8531 - Aparatos electricos de seqalizacion acustica o visual (por ejemplo: sonerias, sirenas, tableros anunciadores, avisadores de proteccion contra robo o incendio), excepto los de las partidas n: 85.12 u 85.30.","11"
"2018-03-01","8532 - Condensadores electricos fijos, variables o ajustables.","41"
"2018-03-01","8533 - Resistencias electricas, excepto las de calentamiento (incluidos reostatos y potenciometros).","10"
"2018-03-01","8534 - Circuitos impresos.","5"
"2018-03-01","8535 - Aparatos para corte, seccionamiento, proteccion, derivacion, empalme o conexion de circuitos electricos (por ejemplo: interruptores, conmutadores, cortacircuitos, pararrayos, limitadores de tension, supresores de sobretension transitoria, tomas de corrie","582"
"2018-03-01","8536 - Aparatos para corte, seccionamiento, proteccion, derivacion, empalme o conexion de circuitos electricos (por ejemplo: interruptores, conmutadores, reles, cortacircuitos, supresores de sobretension transitoria, clavijas y tomas de corriente (enchufes), po","2078"
"2018-03-01","8537 - Cuadros, paneles, consolas, armarios y demas soportes equipados con varios aparatos de las partidas n: 85.35 u 85.36, para control o distribucion de electricidad, incluidos los que incorporen instrumentos o aparatos del capitulo 90, asi como los aparatos","1353"
"2018-03-01","8538 - Partes identificables como destinadas, exclusiva o principalmente, a los apartos de las partidas n: 85.35, 85.36 u 85.37.","84"
"2018-03-01","8539 - Lamparas y tubos electricos de incandescencia o de descarga, incluidos los faros o unidades ""sellados"" y las lamparas y tubos de rayos ultravioletas o infrarrojos; lamparas de arco.","197"
"2018-03-01","8540 - Lamparas, tubos y valvulas electronicos, de catodo caliente, catodo frio o fotocatodo (por ejemplo: lamparas, tubos y valvulas, de vacio de vapor o gas, tubos rectificadores de vapor de mercurio, tubos catodicos, tubos y valvulas para camaras de televisi","0"
"2018-03-01","8541 - Diodos, transistores y dispositivos semiconductores similares; dispositivos semiconductores fotosensibles, incluidas las celulas fotovoltaicas, aunque esten ensambladas en modulos o paneles; diodos emisores de luz; cristales piezoelectricos montados.","14"
"2018-03-01","8542 - Circuitos integrados y microestructuras electronicas.","35"
"2018-03-01","8543 - Maquinas y aparatos electricos con funcion propia, no expresados ni comprendidos en otra parte de este capitulo.","640"
"2018-03-01","8544 - Hilos, cables (incluidos los coaxiales) y demas conductores aislados para electricidad aunque esten laqueados, anodizados o provistos de piezas de conexion; cables de fibras opticas constituidos por fibras enfundadas individualmente, incluso con conducto","2392"
"2018-03-01","8545 - Electrodos y escobillas de carbon, carbon para lamparas o pilas y demas articulos de grafito u otros carbonos, incluso con metal, para usos electricos.","75"
"2018-03-01","8546 - Aisladores electricos de cualquier materia.","160"
"2018-03-01","8547 - Piezas aislantes totalmente de materia aislante o con simples piezas metalicas de ensamblado (por ejemplo: casquillos roscados) embutidas en la masa, para maquinas, aparatos o instalaciones electricas, excepto los aisladores de la partida n: 85.46; tubos","23"
"2018-03-01","8548 - Desperdicios y desechos de pilas, baterias de pilas o acumuladores, electricos; pilas, baterias de pilas y acumuladores, electricos, inservibles; partes electricas de maquinas o aparatos, no expresadas ni comprendidas en otra parte de este capitulo.","16"
"2018-03-01","8607 - Partes de vehiculos para vias ferreas o similares.","0"
"2018-03-01","8701 - Tractores (excepto las carretillas tractor de la partida n: 87.09).","0"
"2018-03-01","8702 - Vehiculos automoviles para el transporte de diez o mas personas, incluido el conductor.","0"
"2018-03-01","8703 - Coches de turismo y demas vehiculos automoviles concebidos principalmente para transporte de personas (excepto los de la partida n: 87.02), incluidos los vehiculos del tipo familiar (""break"" o ""station wagon"") y los de carreras.","234230"
"2018-03-01","8704 - Vehiculos automoviles para el transporte de mercancias.","309256"
"2018-03-01","8706 - Chasis de vehiculos automoviles de las partidas n: 87.01 a 87.05, equipados con su motor.","69"
"2018-03-01","8707 - Carrocerias de vehiculos automoviles de las partidas n: 87.01 a 87.05, incluidas las cabinas.","142"
"2018-03-01","8708 - Partes y accesorios de vehiculos automoviles de las partidas n: 87.01 a 87.05.","80444"
"2018-03-01","8710 - Tanques y demas vehiculos automoviles blindados de combate, incluso con armamento incorporado; sus partes.","0"
"2018-03-01","8711 - Motocicletas y triciclos a motor (incluidos los tambien a pedales) y velocipedos equipados con motor auxiliar, con sidecar o sin el; sidecares.","234"
"2018-03-01","8712 - Bicicletas y demas velocmpedos (incluidos los triciclos para reparto), sin motor.","0"
"2018-03-01","8714 - Partes y accesorios de vehiculos de las partidas n: 87.11 a 87.13.","120"
"2018-03-01","8716 - Remolques y semirremolques para cualquier vehiculo; los demas vehiculos no automoviles; sus partes.","696"
"2018-03-01","8803 - Partes de los aparatos de las partidas n: 88.01 u 88.02.","678"
"2018-03-01","8804 - Paracaidas, incluidos los paracaidas dirigibles, planeadores (""parapentes"") o giratorios; sus partes y accesorios.","0"
"2018-03-01","8903 - Yates y demas barcos y embarcaciones de recreo o deporte; barcas (botes) de remo y canoas.","0"
"2018-03-01","8907 - Los demas artefactos flotantes (por ejemplo: balsas, depositos, cajones, incluso de amarre, boyas y balizas).","0"
"2018-03-01","9001 - Fibras opticas y haces de fibras opticas; cables de fibras opticas, excepto los de la partida n: 85.44; hojas y placas de materia polarizante; lentes (incluso de contacto), prismas, espejos y demas elementos de optica de cualquier materia, sin montar, ex","9"
"2018-03-01","9002 - Lentes, prismas, espejos y demas elementos de optica de cualquier materia, montados, para instrumentos o aparatos, excepto los de vidrio sin trabajar opticamente.","40"
"2018-03-01","9003 - Monturas (armazones) de gafas (anteojos) o articulos similares y sus partes.","40"
"2018-03-01","9004 - Gafas (anteojos) correctoras, protectoras u otras, y articulos similares.","24"
"2018-03-01","9006 - Camaras fotograficas; aparatos y dispositivos, incluidos las lamparas y tubos, para la produccion de destellos en fotografia, excepto las lamparas y tubos de descarga de la partida n: 85.39.","0"
"2018-03-01","9011 - Microscopios opticos, incluso para fotomicrografia, cinefotomicrografia o microproyeccion.","150"
"2018-03-01","9013 - Dispositivos de cristal liquido que no constituyan articulos comprendidos mas especificamente en otra parte; laseres, excepto los diodos laser; los demas aparatos e instrumentos de optica, no expresados ni comprendidos en otra parte de este capitulo.","15"
"2018-03-01","9015 - Instrumentos y aparatos de geodesia, topografia, agrimensura, nivelacion, fotogrametria, hidrografia, oceanografia, hidrologia, meteorologia o geofisica, excepto las brujulas; telemetros.","11"
"2018-03-01","9017 - Instrumentos de dibujo, trazado o calculo (por ejemplo: maquinas de dibujar, pantografos, transportadores, estuches de dibujo, reglas y circulos, de calculo); instrumentos manuales de medida de longitud (por ejemplo: metros, micrometros, calibradores), n","69"
"2018-03-01","9018 - Instrumentos y aparatos de medicina, cirugia, odontologia o veterinaria, incluidos los de centellografia y demas aparatos electromedicos, asi como los aparatos para pruebas visuales.","2072"
"2018-03-01","9019 - Aparatos de mecanoterapia; aparatos para masajes; aparatos de sicotecnia; aparatos de ozonoterapia, oxigenoterapia o aerosolterapia, aparatos respiratorios de reanimacion y demas aparatos de terapia respiratoria.","1069"
"2018-03-01","9020 - Los demas aparatos respiratorios y mascaras antigas, excepto las mascaras de proteccisn sin mecanismo ni elemento filtrante amovible.","0"
"2018-03-01","9021 - Articulos y aparatos de ortopedia, incluidas las fajas y vendajes medicoquirurgicos y las muletas; tablillas, ferulas u otros articulos y aparatos para fracturas; articulos y aparatos de protesis; audifonos y demas aparatos que lleve la propia persona o","1580"
"2018-03-01","9022 - Aparatos de rayos x y aparatos que utilicen radiaciones alfa, beta o gamma, incluso para uso medico, quirurgico, odontologico o veterinario, incluidos los aparatos de radiografia o radioterapia, tubos de rayos x y demas dispositivos generadores de rayos","316"
"2018-03-01","9023 - Instrumentos, aparatos y modelos concebidos para demostraciones (por ejemplo: en la enseqanza o exposiciones), no susceptibles de otros usos.","12"
"2018-03-01","9024 - Maquinas y aparatos para ensayos de dureza, traccion, compresion, elasticidad u otras propiedades mecanicas de materiales (por ejemplo: metal, madera, textil, papel, plastico).","71"
"2018-03-01","9025 - Densimetros, areometros, pesaliquidos e instrumentos flotantes similares, termometros, pirometros, barometros, higrometros y sicrometros, aunque sean registradores, incluso combinados entre si.","121"
"2018-03-01","9026 - Instrumentos y aparatos para la medida o control del caudal, nivel, presion u otras caracteristicas variables de liquidos o gases (por ejemplo: caudalimetros, indicadores de nivel, manometros, contadores de calor), excepto los instrumentos y aparatos de","100"
"2018-03-01","9027 - Instrumentos y aparatos para analisis fisicos o quimicos (por ejemplo: polarimetros, refractometros, espectrometros, analizadores de gases o humos); instrumentos y aparatos para ensayos de viscosidad, porosidad, dilatacion, tension superficial o similare","445"
"2018-03-01","9028 - Contadores de gas, liquido o electricidad, incluidos los de calibracion.","302"
"2018-03-01","9029 - Los demas contadores (por ejemplo: cuentarrevoluciones, contadores de produccion, taximetros, cuentakilometros, podometros); velocimetros y tacometros, excepto los de las partidas n: 90.14 o 90.15; estroboscopios.","455"
"2018-03-01","9030 - Osciloscopios, analizadores de espectro y demas instrumentos y aparatos para medida o control de magnitudes electricas; instrumentos y aparatos para medida o deteccion de radiaciones alfa, beta, gamma, x, cosmicas o demas radiaciones ionizantes.","181"
"2018-03-01","9031 - Instrumentos, aparatos y maquinas de medida o control, no expresados ni comprendidos en otra parte de este capitulo; proyectores de perfiles.","909"
"2018-03-01","9032 - Instrumentos y aparatos para regulacion o control automaticos.","1281"
"2018-03-01","9101 - Relojes de pulsera, bolsillo y similares (incluidos los contadores de tiempo de los mismos tipos), con caja de metal precioso o chapado de metal precioso (plaque).","0"
"2018-03-01","9102 - Relojes de pulsera, bolsillo y similares (incluidos los contadores de tiempo de los mismos tipos), excepto los de la partida n: 91.01.","438"
"2018-03-01","9106 - Aparatos de control de tiempo y contadores de tiempo, con mecanismo de relojeria o motor sincronico (por ejemplo: registradores de asistencia, fechadores, contadores).","0"
"2018-03-01","9107 - Interruptores horarios y demas aparatos que permitan accionar un dispositivo en un momento dado, con mecanismo de relojerma o motor sincrsnico.","8"
"2018-03-01","9113 - Pulseras para reloj y sus partes.","0"
"2018-03-01","9201 - Pianos, incluso automaticos; clavecines y demas instrumentos de cuerda con teclado.","0"
"2018-03-01","9202 - Los demas instrumentos musicales de cuerda (por ejemplo: guitarras, violines, arpas).","0"
"2018-03-01","9205 - Los demas instrumentos musicales de viento (por ejemplo: clarinetes, trompetas, gaitas).","0"
"2018-03-01","9206 - Instrumentos musicales de percusion (por ejemplo: tambores, cajas, xilofonos, platillos, castaquelas, maracas).","21"
"2018-03-01","9207 - Instrumentos musicales en los que el sonido se produzca o tenga que amplificarse electricamente (por ejemplo: organos, guitarras, acordeones).","122"
"2018-03-01","9209 - Partes (por ejemplo: mecanismos de cajas de musica) y accesorios (por ejemplo: tarjetas, discos y rollos para aparatos mecanicos) de instrumentos musicales; metronomos y diapasones de cualquier tipo.","61"
"2018-03-01","9302 - Revolveres y pistolas, excepto los de las partidas n: 93.03 o 93.04.","0"
"2018-03-01","9305 - Partes y accesorios de los articulos de las partidas n: 93.01 a 93.04.","0"
"2018-03-01","9306 - Bombas, granadas, torpedos, minas, misiles, cartuchos y demas municiones y proyectiles, y sus partes, incluidas las postas, perdigones y tacos para cartuchos.","0"
"2018-03-01","9401 - Asientos (excepto los de la partida n: 94.02), incluso los transformables en cama, y sus partes.","1880"
"2018-03-01","9402 - Mobiliario para la medicina, cirugia, odontologia o veterinaria (por ejemplo: mesas de operaciones o de reconocimiento, camas con mecanismo para uso clinico, sillones de dentista); sillones de peluqueria y sillones similares, con dispositivos de orientac","14"
"2018-03-01","9403 - Los demas muebles y sus partes.","858"
"2018-03-01","9404 - Somieres; articulos de cama y articulos similares (por ejemplo: colchones, cubrepies, edredones, cojines, pufes, almohadas), bien con muelles (resortes), bien rellenos o guarnecidos interiormente con cualquier materia, incluidos los de caucho o plastico","56"
"2018-03-01","9405 - Aparatos de alumbrado (incluidos los proyectores) y sus partes, no expresados ni comprendidos en otra parte; anuncios, letreros y placas indicadoras luminosos y articulos similiares, con fuente de luz inseparable, y sus partes no expresadas ni comprendid","513"
"2018-03-01","9406 - Construcciones prefabricadas","583"
"2018-03-01","9503 - Los demas juguetes; modelos reducidos a escala y modelos similares, para entretenimiento, incluso animados; rompecabezas de cuaquier clase.","84"
"2018-03-01","9504 - Articulos para juegos de sociedad, incluidos los juegos con motor o mecanismo, billares, mesas especiales para juegos de casino y juegos de bolos automaticos.","36"
"2018-03-01","9505 - Articulos para fiestas, carnaval u otras diversiones, incluidos los de magia y articulos sorpresa.","51"
"2018-03-01","9506 - Articulos y material para cultura fisica, gimnasia, atletismo, demas deportes (incluido el tenis de mesa) o para juegos al aire libre, no expresados ni comprendidos en otra parte de este capitulo; piscinas, incluso infantiles.","105"
"2018-03-01","9508 - Tiovivos, columpios, casetas de tiro y demas atracciones de feria; circos y zoolsgicos ambulantes; teatros ambulantes.","0"
"2018-03-01","9602 - Materias vegetales o minerales para tallar, trabajadas, y manufacturas de estas materias; manufacturas moldeadas o talladas de cera, parafina, estearina, gomas o resinas naturales o pasta para modelar y demas manufacturas moldeadas o talladas no expresad","19"
"2018-03-01","9603 - Escobas, cepillos y brochas, aunque sean partes de maquinas, aparatos o vehiculos, escobas mecanicas de uso manual, excepto las de motor, pinceles y plumeros; cabezas preparadas para articulos de cepilleria; almohadillas y rodillos, para pintar; rasqueta","298"
"2018-03-01","9604 - Tamices, cedazos y cribas, de mano.","0"
"2018-03-01","9606 - Botones y botones de presion; formas para botones y demas partes de botones o de botones de presion; esbozos de botones.","87"
"2018-03-01","9607 - Cierres de cremallera (cierres relampago) y sus partes.","0"
"2018-03-01","9608 - Boligrafos; rotuladores y marcadores con punta de fieltro u otra punta porosa; estilograficas y demas plumas; estiletes o punzones para clises de mimeografo (""stencils""); portaminas; portaplumas, portalapices y articulos similares; partes de estos articu","49"
"2018-03-01","9609 - Lapices, minas, pasteles, carboncillos, tizas para escribir o dibujar y jaboncillos (tizas) de sastre.","5"
"2018-03-01","9610 - Pizarras y tableros para escribir o dibujar, incluso enmarcados.","0"
"2018-03-01","9611 - Fechadores, sellos, numeradores, timbradores y articulos similares (incluidos los aparatos para imprimir etiquetas), de mano; componedores e imprentillas con componedor, de mano.","0"
"2018-03-01","9612 - Cintas para maquinas de escribir y cintas similares, entintadas o preparadas de otro modo para imprimir, incluso en carretes o cartuchos; tampones, incluso impregnados o con caja.","0"
"2018-03-01","9613 - Encendedores y mecheros, incluso mecanicos o electricos, y sus partes, excepto las piedras y mechas.","1"
"2018-03-01","9614 - Pipas (incluidas las cazoletas), boquillas para cigarros (puros) o cigarrillos, y sus partes.","0"
"2018-03-01","9615 - Peines, peinetas, pasadores y articulos similares; horquillas; rizadores, bigudies y articulos similares para el peinado, excepto los de la partida n: 85.16, y sus partes.","139"
"2018-03-01","9616 - Pulverizadores de tocador, sus monturas y cabezas de montura; borlas y similares para aplicacion de polvos, otros cosmeticos o productos de tocador.","0"
"2018-03-01","9617 - Termos y demas recipientes isotirmicos, montados y aislados por vacmo, y sus partes (excepto las ampollas de vidrio).","38"
"2018-03-01","9618 - Maniquies y articulos similares; automatas y escenas animadas para escaparates.","2"
"2018-03-01","9619 -  COMPRESAS Y TAMPONES HIGIÉNICOS, PAÑALES PARA BEBÉS Y ARTÍCULOS SIMILARES, DE CUALQUIER MATERIA.","4773"
"2018-03-01","9620 - Monopies, bípodes, trípodes y artículos similares","0"
"2018-03-01","9701 - Pinturas y dibujos, hechos totalmente a mano, excepto los dibujos de la partida n: 49.06 y articulos manufacturados decorados a mano; ""collages"" y cuadros similares.","667"
"2018-03-01","9703 - Obras originales de estatuaria o escultura, de cualquier materia.","54"
"2018-03-01","9705 - Colecciones y especimenes para colecciones de zoologia, botanica, mineralogia o anatomia o que tengan interes historico, arqueologico, paleontologico, etnografico o numismatico.","0"
"2018-03-01","9706 - Antigüedades de mas de cien años.","0"
"2018-03-01","9998 - Operaciones especiales","89758"
"2018-04-01","0000 - Resto","191528"
"2018-04-01","0101 - Caballos, asnos, mulos y burdeganos, vivos.","5001"
"2018-04-01","0102 - Animales vivos de la especie bovina.","0"
"2018-04-01","0103 - Animales vivos de la especie porcina.","0"
"2018-04-01","0104 - Animales vivos de las especies ovina o caprina.","0"
"2018-04-01","0105 - Gallos, gallinas, patos, gansos, pavos (gallipavos) y pintadas, de las especies domesticas, vivos.","0"
"2018-04-01","0106 - Los demas animales vivos.","127"
"2018-04-01","0201 - Carne de animales de la especie bovina, fresca o refrigerada.","55919"
"2018-04-01","0202 - Carne de animales de la especie bovina, congelada.","80432"
"2018-04-01","0203 - Carne de animales de la especie porcina, fresca, refrigerada o congelada.","210"
"2018-04-01","0204 - Carne de animales de las especies ovina o caprina, fresca, refrigerada o congelada.","2413"
"2018-04-01","0205 - Carne de animales de las especies caballar, asnal o mular, fresca, refrigerada o congelada.","5743"
"2018-04-01","0206 - Despojos comestibles de animales de las especies bovina, porcina, ovina, caprina, caballar, asnal o mular, frescos, refrigerados o congelados.","19003"
"2018-04-01","0207 - Carne y despojos comestibles, de aves de la partida n: 01.05, frescos, refrigerados o congelados.","22157"
"2018-04-01","0208 - Las demas carnes y despojos comestibles, frescos, refrigerados o congelados.","0"
"2018-04-01","0209 - Tocino sin partes magras y grasa de cerdo o de ave sin fundir ni extraer de otro modo, frescos, refrigerados, congelados, salados o en salmuera, secos o ahumados.","140"
"2018-04-01","0210 - Carne y despojos comestibles, salados o en salmuera, secos o ahumados; harina y polvo comestibles, de carne o de despojos.","12"
"2018-04-01","0302 - Pescado fresco o refrigerado, excepto los filetes y demas carne de pescado de la partida n: 03.04.","0"
"2018-04-01","0303 - Pescado congelado, excepto los filetes y demas carne de pescado de la partida n: 03.04.","25068"
"2018-04-01","0304 - Filetes y demas carne de pescado (incluso picada), frescos, refrigerados o congelados.","16335"
"2018-04-01","0305 - Pescado seco, salado o en salmuera; pescado ahumado, incluso cocido antes o durante el ahumado; harina, polvo y ""pellets"" de pescado, aptos para la alimentacion humana.","0"
"2018-04-01","0306 - Crustaceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera; crustaceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera; harina, polvo y ""pellets"" de crustaceos, a","67176"
"2018-04-01","0307 - Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera; invertebrados acuaticos, excepto los crustaceos y moluscos, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera; harina,","62505"
"2018-04-01","0401 - Leche y nata (crema), sin concentrar, sin adicion de azucar ni otro edulcorante.","34"
"2018-04-01","0402 - Leche y nata (crema), concentradas o con adicion de azucar u otro edulcorante.","27719"
"2018-04-01","0403 - Suero de manteca (de mantequilla)*, leche y nata (crema) cuajadas, yogur, kefir y demas leches y natas (cremas), fermentadas o acidificadas, incluso concentrados, con adicion de azucar u otro edulcorante, aromatizados o con frutas u otros frutos o cacao.","0"
"2018-04-01","0404 - Lactosuero, incluso concentrado o con adicion de azucar u otro edulcorante; productos constituidos por los componentes naturales de la leche, incluso con adicion de azucar u otro edulcorante, no expresados ni comprendidos en otra parte.","4843"
"2018-04-01","0405 - Manteca (mantequilla)* y demas materias grasas de la leche; pastas lacteas para untar.","1969"
"2018-04-01","0406 - Quesos y requeson.","17766"
