indice_tiempo,total_bienes,cobros_exportaciones_bienes,bienes_cobros_exportaciones,bienes_cobros_anticipados_exportaciones,bienes_cobros_financiamientos_locales_exportaciones,bienes_cobros_prefinanciaciones_expo_del_exterrior,bienes_cobros_otros_ingresos_bienes,pagos_importaciones_bienes,bienes_pagos_anticipados_importaciones,bienes_pagos_a_la_vista_importaciones,bienes_pagos_diferidos_impo_otros_egresos_bienes
2017-05-01,862.8370020000002,5774.5893080000005,3602.01922,796.442578,986.098089,352.106428,37.922993,4911.752306,822.303221,619.39789,3470.051195
2017-06-01,373.1615119999997,5693.119806,3556.135022,809.098692,936.878519,360.455326,30.552247,5319.958294,931.350916,749.149072,3639.458306
2017-07-01,302.16889399999945,5086.703637,2960.075007,830.066543,862.002675,399.52358,35.035832,4784.534743,815.612489,559.507547,3409.414707
2017-08-01,294.9839230000007,5294.2079380000005,3391.571523,695.875359,782.628603,387.174227,36.958226,4999.224015,833.192413,442.375386,3723.656216
2017-09-01,-96.68234699999994,4781.1206839999995,2952.143706,676.369602,867.787588,214.955475,69.864313,4877.8030309999995,739.067046,463.039461,3675.696524
2017-10-01,-131.8810569999987,4773.707029000001,2826.433978,734.156995,939.051746,246.773688,27.290622,4905.588086,690.773024,489.978577,3724.836485
2017-11-01,-475.97114779030017,4339.3271412296,2489.0234162296,639.183162,755.66562,362.458223,92.99672,4815.2982890199,679.9834761524999,441.4692760019,3693.8455368655
2017-12-01,219.94952900000044,4448.697961000001,2689.899731,690.412516,817.453607,199.40066,51.531447,4228.748432,661.706671,352.533777,3214.507984
2018-01-01,280.9115749999992,5025.272956999999,2734.118952,552.36636,1195.624811,515.991433,27.171401,4744.361382,690.357459,409.344483,3644.65944
2018-02-01,436.1921533304003,3828.596415,2161.453126,387.253303,1007.01384,259.213448,13.662698,3392.4042616695997,461.23063356439997,299.4093623273,2631.7642657778997
2018-03-01,-182.1912470000002,3897.267848,2369.553738,568.817089,763.455995,176.210954,19.230072,4079.459095,563.726107,347.128415,3168.604573
2018-04-01,507.6191369999997,4532.662966,2562.195947,417.307254,1258.215689,276.745574,18.198502,4025.043829,596.227299,329.51119,3099.30534
2018-05-01,467.36727399999927,4577.135969999999,2532.893556,917.509569,691.766889,417.424155,17.541801,4109.768696,774.417421,482.001535,2853.34974
2018-06-01,1279.9279166006008,4924.998186000001,2729.333182,889.535986,826.855638,460.651256,18.622124,3645.0702693994,683.996517,462.034581,2499.0391713994
2018-07-01,669.7304320000007,4397.845605,2356.138254,835.762365,746.936908,426.479761,32.528317,3728.1151729999997,648.59484,716.976477,2362.543856
2018-08-01,593.7850229999995,4419.019901999999,2357.717006,766.764069,974.73372,292.557123,27.247984,3825.2348789999996,621.522742,501.492051,2702.220086
2018-09-01,890.794195,3683.731111,2115.726591,709.103012,552.544132,286.921101,19.436275,2792.936916,405.681132,258.450234,2128.80555
2018-10-01,1098.2024419999998,4015.110331,2444.538173,637.1911,646.89902,261.130352,25.351686,2916.907889,457.176104,243.973908,2215.757877
2018-11-01,962.7577210000004,3639.4573960000002,2242.7771790000006,402.827595,789.3090060000001,186.904892,17.638724,2676.699675,438.242659,208.24142800000004,2030.2155879999998
2018-12-01,1317.941738,4056.923796,2481.156069,485.5587060000001,892.2300619999999,182.712384,15.266574999999996,2738.982058,446.6028620000001,182.97373700000003,2109.405459
2019-01-01,1992.6131030000001,4687.279241,2709.509151,605.468577,1065.764229,289.499042,17.038242,2694.666138,440.072553,220.54741,2034.046175
2019-02-01,1391.6658549999997,3767.1483959999996,2127.034095,480.18259,999.384338,139.746337,20.801036,2375.482541,396.819679,164.367986,1814.294876
2019-03-01,1124.4103559999999,3571.670871,1988.126025,548.96116,862.977074,157.645404,13.961208,2447.260515,426.243824,185.555165,1835.461526
2019-04-01,1944.9366339999992,4444.993820999999,2245.398456,966.913819,1007.209871,206.392608,19.079067,2500.057187,534.918857,212.406471,1752.731859
2019-05-01,2609.680765000001,5286.080897000001,2837.082117,1021.897373,938.467693,473.371194,15.26252,2676.4001319999998,594.430888,233.221316,1848.747928
2019-06-01,2381.086857999999,4820.055176999999,2425.091947,806.692705,1015.694084,560.06842,12.508021,2438.968319,464.765684,334.044272,1640.158363
2019-07-01,2021.237876000001,4969.394008000001,2560.809172,857.570427,1206.001475,325.195002,19.817932,2948.156132,485.592121,394.905497,2067.658514
2019-08-01,2023.5997179999995,4932.86094,2664.105178,968.984685,685.119427,585.217532,29.434118,2909.261222,472.751011,401.35848,2035.151731
2019-09-01,2248.345131,5169.380011,3192.923209,1186.904821,159.515447,609.604956,20.431578,2921.03488,517.881059,319.778626,2083.375195
2019-10-01,952.4730689999997,5067.321046,3367.333893,1114.657125,142.258459,423.449902,19.621667,4114.847977,691.726894,304.171202,3118.949881
2019-11-01,2759.0811320000003,5305.756604,3245.399795,1289.750272,289.05646,463.556556,17.993521,2546.675472,239.979032,136.599836,2170.096604
2019-12-01,1994.8180769999994,5724.8487159999995,3228.970023,1509.220242,293.228669,641.503384,51.926398,3730.030639,422.933012,225.988976,3081.108651
2020-01-01,1589.9828400000001,5131.956567,3036.145654,1103.908525,524.442353,444.852212,22.607823,3541.973727,322.6182,197.664945,3021.690582
2020-02-01,778.7808719999998,3505.007153,2232.261969,658.910284,351.698472,249.927359,12.209069,2726.226281,196.126523,176.393432,2353.706326
2020-03-01,708.8271900000004,3743.7753140000004,2465.324985,676.892213,248.806304,337.398084,15.353728,3034.948124,298.161685,240.741669,2496.04477
2020-04-01,292.4189060000008,3938.0542320000004,2521.438853,917.003642,197.257688,275.277216,27.076833,3645.6353259999996,418.393015,257.581337,2969.660974
2020-05-01,315.71298700000034,3853.5645900000004,2885.165371,697.349463,131.829685,128.190012,11.030059,3537.851603,560.268091,216.680024,2760.903488
2020-06-01,1954.776976,4327.321293,3563.445497,568.496359,99.274659,79.675693,16.429085,2372.544317,532.548448,233.972518,1606.023351
2020-07-01,1057.4189949999995,4524.260157,3638.04953,527.461349,96.259233,249.030706,13.459339,3466.841162,584.109451,483.284899,2399.446812
2020-08-01,365.61148900000035,4074.186567,3327.779346,476.045617,125.672332,133.16222,11.527052,3708.575078,598.145835,516.322917,2594.106326
2020-09-01,7.0335439999998925,4429.866645,3691.446254,386.923292,112.661265,216.765797,22.070037,4422.833101,743.093523,649.064921,3030.674657
2020-10-01,43.94680699999981,3979.000045,3263.031813,420.712376,63.148784,217.010018,15.097054,3935.053238,728.750695,533.461109,2672.841434
2020-11-01,450.147731,4196.00724,3525.582454,373.878132,67.633738,215.016533,13.896383,3745.859509,584.635591,459.27821,2701.945708
2020-12-01,927.2715549999994,4653.916823,3356.419201,748.816249,224.283549,305.71454,18.683284,3726.645268,447.554494,480.54028,2798.550494
2021-01-01,1050.567728999999,4877.521078999999,3419.542387,884.546909,108.860857,450.591428,13.979498,3826.9533500000002,395.209378,471.309714,2960.434258
2021-02-01,1445.1255070000007,4757.0088940000005,3776.34582,650.564576,153.595543,163.527214,12.975741,3311.883387,377.925679,403.601275,2530.356433
2021-03-01,1998.5577139999996,6508.557129,4493.258088,1114.68687,412.09761,464.137224,24.377337,4509.999415,534.751757,644.645102,3330.602556
2021-04-01,1933.0373210000007,6728.215425,4659.46366,1247.949851,342.773297,437.178209,40.850408,4795.178104,582.039107,705.512881,3507.626116
