"indice_tiempo","partida","valor"
"2018-03-01","6904 - Ladrillos de construccion, bovedillas, cubrevigas y articulos similares, de ceramica.","176"
"2018-03-01","6905 - Tejas, elementos de chimenea, conductos de humo, ornamentos arquitectonicos y otros articulos ceramicos de construccion.","0"
"2018-03-01","6907 - Placas y baldosas, de ceramica, sin barnizar ni esmaltar, para pavimentacion o revestimiento; cubos, dados y articulos similares, de ceramica, para mosaicos, sin barnizar ni esmaltar, incluso con soporte.","7728"
"2018-03-01","6909 - Aparatos y articulos, de ceramica, para usos quimicos o demas usos tecnicos; abrevaderos, pilas y recipientes similares, de ceramica, para uso rural; cantaros y recipientes similares, de ceramica, para transporte o envasado.","1778"
"2018-03-01","6910 - Fregaderos (piletas de lavar), lavabos, pedestales de lavabo, baqeras, bides, inodoros, cisternas (depositos de agua) para inodoros, urinarios y aparatos fijos similares, de ceramica, para usos sanitarios.","1536"
"2018-03-01","6911 - Vajilla y demas articulos de uso domestico, higiene o tocador, de porcelana.","751"
"2018-03-01","6912 - Vajilla y demas articulos de uso domestico, higiene o tocador, de ceramica, excepto porcelana.","766"
"2018-03-01","6913 - Estatuillas y demas articulos para adorno, de ceramica.","444"
"2018-03-01","6914 - Las demas manufacturas de ceramica.","117"
"2018-03-01","7001 - Desperdicios y desechos de vidrio; vidrio en masa.","0"
"2018-03-01","7002 - Vidrio en bolas (excepto las microesferas de la partida n: 70.18), barras, varillas o tubos, sin trabajar.","65"
"2018-03-01","7003 - Vidrio colado o laminado, en placas, hojas o perfiles, incluso con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo.","0"
"2018-03-01","7004 - Vidrio estirado o soplado, en hojas, incluso con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo.","0"
"2018-03-01","7005 - Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas u hojas, incluso con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo.","1842"
"2018-03-01","7006 - Vidrio de las partidas n: 70.03, 70.04 o 70.05, curvado, biselado, grabado, taladrado, esmaltado o trabajado de otro modo, pero sin enmarcar ni combinar con otras materias.","0"
"2018-03-01","7007 - Vidrio de seguridad constituido por vidrio templado o contrachapado.","4683"
"2018-03-01","7008 - Vidrieras aislantes de paredes multiples.","423"
"2018-03-01","7009 - Espejos de vidrio, enmarcados o no, incluidos los espejos retrovisores.","3630"
"2018-03-01","7010 - Bombonas (damajuanas), botellas, frascos, bocales, tarros, envases tubulares, ampollas y demas recipientes para el transporte o envasado, de vidrio; bocales para conservas, de vidrio; tapones, tapas y demas dispositivos de cierre, de vidrio.","4629"
"2018-03-01","7011 - Ampollas y envolturas tubulares, abiertas, y sus partes, de vidrio, sin guarniciones, para lamparas electricas, tubos catodicos o similares.","0"
"2018-03-01","7013 - Articulos de vidrio para servicio de mesa, cocina, tocador, oficina, para adorno de interiores o usos similares, excepto los de las partidas n: 70.10 s 70.18.","2913"
"2018-03-01","7014 - Vidrio para seqalizacion y elementos de optica de vidrio (excepto los de la partida n: 70.15), sin trabajar opticamente.","7"
"2018-03-01","7015 - Cristales para relojes y cristales analogos, cristales para gafas (anteojos), incluso correctoras, abombados, curvados, ahuecados o similares, sin trabajar opticamente; esferas huecas y sus segmentos (casquetes esfericos), de vidrio, para la fabricacion","60"
"2018-03-01","7016 - Adoquines, baldosas, ladrillos, placas, tejas y demas articulos, de vidrio prensado o moldeado, incluso armado, para la construccion; cubos, dados y demas articulos similares, de vidrio, incluso con soporte, para mosaicos o decoraciones similares; vidrie","705"
"2018-03-01","7017 - Articulos de vidrio para laboratorio, higiene o farmacia, incluso graduados o calibrados.","260"
"2018-03-01","7018 - Cuentas de vidrio, imitaciones de perlas, de piedras preciosas o semipreciosas y articulos similares de abalorio, y sus manufacturas, excepto la bisuteria; ojos de vidrio, excepto los de protesis; estatuillas y demas articulos de adorno, de vidrio trabaj","263"
"2018-03-01","7019 - Fibra de vidrio (incluida la lana de vidrio) y manufacturas de esta materia (por ejemplo: hilados, tejidos).","3259"
"2018-03-01","7020 - Las demas manufacturas de vidrio.","945"
"2018-03-01","7103 - Piedras preciosas o semipreciosas naturales, excepto los diamantes, incluso trabajadas o clasificadas, sin ensartar, montar ni engarzar; piedras preciosas o semipreciosas, naturales, excepto los diamantes, sin clasificar, ensartadas temporalmente para fa","0"
"2018-03-01","7104 - Piedras preciosas o semipreciosas, sinteticas o reconstituidas, incluso trabajadas o clasificadas, sin ensartar, montar ni engarzar; piedras preciosas o semipreciosas, sinteticas o reconstituidas, sin clasificar, ensartadas temporalmente para facilitar e","0"
"2018-03-01","7105 - Polvo de piedras preciosas o semipreciosas, naturales o sinteticas.","0"
"2018-03-01","7106 - Plata (incluida la plata dorada y la platinada) en bruto, semilabrada o en polvo.","135"
"2018-03-01","7107 - Chapado (plaque) de plata sobre metal comun, en bruto o semilabrado.","0"
"2018-03-01","7108 - Oro (incluido el oro platinado) en bruto, semilabrado o en polvo.","0"
"2018-03-01","7110 - Platino en bruto, semilabrado o en polvo.","5821"
"2018-03-01","7113 - Articulos de joyeria y sus partes, de metal precioso o de chapado de metal precioso (plaque).","36"
"2018-03-01","7115 - Las demas manufacturas de metal precioso o de chapado de metal precioso (plaque).","28"
"2018-03-01","7117 - Bisuteria.","2818"
"2018-03-01","7201 - Fundicion en bruto y fundicion especular, en lingotes, bloques u otras formas primarias.","183"
"2018-03-01","7202 - Ferroaleaciones.","7797"
"2018-03-01","7204 - Desperdicios y desechos (chatarra), de fundicion, hierro o acero; lingotes de chatarra de hierro o acero.","47"
"2018-03-01","7205 - Granallas y polvo, de fundicion en bruto, de fundicion especular, de hierro o acero.","162"
"2018-03-01","7207 - Productos intermedios de hierro o acero sin alear.","7599"
"2018-03-01","7208 - Productos laminados planos de hierro o acero sin alear, de anchura superior o igual a 600 mm, laminados en caliente, sin chapar ni revestir.","4238"
"2018-03-01","7209 - Productos laminados planos de hierro o acero sin alear, de anchura superior o igual a 600 mm, laminados en frio, sin chapar ni revestir.","1806"
"2018-03-01","7210 - Productos laminados planos de hierro o acero sin alear, de anchura superior o igual a 600 mm, chapados o revestidos.","17743"
"2018-03-01","7211 - Productos laminados planos de hierro o acero sin alear, de anchura inferior a 600 mm, sin chapar ni revestir.","442"
"2018-03-01","7212 - Productos laminados planos de hierro o acero sin alear, de anchura inferior a 600 mm, chapados o revestidos.","1567"
"2018-03-01","7213 - Alambron de hierro o acero sin alear.","2115"
"2018-03-01","7214 - Barras de hierro o acero sin alear, simplemente forjadas, laminadas o extrudidas, en caliente, asi como las sometidas a torsion despues del laminado.","2279"
"2018-03-01","7215 - Las demas barras de hierro o acero sin alear.","462"
"2018-03-01","7216 - Perfiles de hierro o acero sin alear.","5470"
"2018-03-01","7217 - Alambre de hierro o acero sin alear.","1711"
"2018-03-01","7219 - Productos laminados planos de acero inoxidable, de anchura superior o igual a 600 mm.","8834"
"2018-03-01","7220 - Productos laminados planos de acero inoxidable, de anchura inferior a 600 mm.","193"
"2018-03-01","7222 - Barras y perfiles, de acero inoxidable.","1550"
"2018-03-01","7223 - Alambre de acero inoxidable","390"
"2018-03-01","7225 - Productos laminados planos de los demas aceros aleados, de anchura superior o igual a 600 mm.","7867"
"2018-03-01","7226 - Productos laminados planos de los demas aceros aleados, de anchura inferior a 600 mm.","96"
"2018-03-01","7227 - Alambron de los demas aceros aleados.","0"
"2018-03-01","7228 - Barras y perfiles, de los demas aceros aleados; barras huecas para perforacion, de aceros aleados o sin alear.","5274"
"2018-03-01","7229 - Alambre de los demas aceros aleados.","962"
"2018-03-01","7301 - Tablestacas de hierro o acero, incluso perforadas o hechas con elementos ensamblados; perfiles de hierro o acero obtenidos por soldadura.","0"
"2018-03-01","7302 - Elementos para vias ferreas, de fundicion, hierro o acero: carriles (rieles), contracarriles (contrarieles) y cremalleras, agujas, puntas de corazon, varillas para mando de agujas y otros elementos para cruce o cambio de vias, traviesas (durmientes), bri","185"
"2018-03-01","7303 - Tubos y perfiles huecos, de fundicion.","611"
"2018-03-01","7304 - Tubos y perfiles huecos, sin soldadura (sin costura)*, de hierro o acero.","7300"
"2018-03-01","7305 - Los demas tubos (por ejemplo: soldados o remachados) de seccion circular con diametro exterior superior a 406,4 mm, de hierro o acero.","1061"
"2018-03-01","7306 - Los demas tubos y perfiles huecos (por ejemplo: soldados, remachados, grapados o con los bordes simplemente aproximados), de hierro o acero.","6032"
"2018-03-01","7307 - Accesorios de tuberia (por ejemplo: empalmes (racores), codos, manguitos), de fundicion, hierro o acero.","5324"
"2018-03-01","7308 - Construcciones y sus partes (por ejemplo: puentes y sus partes, compuertas de esclusas, torres, castilletes, pilares, columnas, armazones para techumbre, techados, puertas y ventanas y sus marcos, bastidores y umbrales, cortinas de cierre, balaustradas),","3953"
"2018-03-01","7309 - Depositos, cisternas, cubas y recipientes similares para cualquier materia (excepto gas comprimido o licuado), de fundicion, hierro o acero, de capacidad superior a 300 l, sin dispositivos mecanicos ni termicos, incluso con revestimiento interior o calor","1921"
"2018-03-01","7310 - Depositos, barriles, tambores, bidones, latas o botes, cajas y recipientes similares, para cualquier materia (excepto gas comprimido o licuado), de fundicion, hierro o acero, de capacidad inferior o igual a 300 l, sin dispositivos mecanicos ni termicos,","2568"
"2018-03-01","7311 - Recipientes para gas comprimido o licuado, de fundicion, hierro o acero.","464"
"2018-03-01","7312 - Cables, trenzas, eslingas y articulos similares, de hierro o acero, sin aislar para electricidad.","3465"
"2018-03-01","7313 - Alambre de puas, de hierro o acero; alambre (simple o doble) y fleje, torcidos, incluso con puas, de hierro o acero, del tipo utilizado para cercar.","54"
"2018-03-01","7314 - Telas metalicas (incluidas las continuas o sin fin), redes y rejas, de alambre de hierro o acero; chapas y tiras, extendidas (desplegadas), de hierro o acero.","428"
"2018-03-01","7315 - Cadenas y sus partes, de fundicion, hierro o acero.","4726"
"2018-03-01","7316 - Anclas, rezones y sus partes, de fundicion, hierro o acero.","33"
"2018-03-01","7317 - Puntas, clavos, chinchetas (chinches), grapas apuntadas, onduladas o biseladas, y articulos similares, de fundicion, hierro o acero, incluso con cabeza de otras materias, excepto de cabeza de cobre.","311"
"2018-03-01","7318 - Tornillos, pernos, tuercas, tirafondos, escarpias roscadas, remaches, pasadores, clavijas,chavetas, arandelas (incluidas las arandelas de muelle (resorte)) y articulos similares, de fundicion, hierro o acero.","15877"
"2018-03-01","7319 - Agujas de coser, de tejer, pasacintas, agujas de ganchillo (croche), punzones para bordar y articulos similares, de uso manual, de hierro o acero; alfileres de gancho (imperdibles) y demas alfileres de hierro o acero, no expresados ni comprendidos en otr","102"
"2018-03-01","7320 - Muelles (resortes), ballestas y sus hojas, de hierro o acero.","2114"
"2018-03-01","7321 - Estufas, calderas con hogar, cocinas (incluidas las que puedan utilizarse accesoriamente para calefaccion central), barbacoas (parrillas)*, braseros, hornillos de gas, calientaplatos y aparatos no electricos similares, de uso domestico, y sus partes, de","1129"
"2018-03-01","7322 - Radiadores para calefaccion central, de calentamiento no electrico, y sus partes, de fundicion, hierro o acero; generadores y distribuidores de aire caliente (incluidos los distribuidores que puedan funcionar tambien como distribuidores de aire fresco o","173"
"2018-03-01","7323 - Articulos de uso domestico y sus partes, de fundicion, hierro o acero; lana de hierro o acero; esponjas, estropajos, guantes y articulos similares para fregar, lustrar o usos analogos, de hierro o acero.","2138"
"2018-03-01","7324 - Articulos de higiene o tocador, y sus partes, de fundicion, hierro o acero.","628"
"2018-03-01","7325 - Las demas manufacturas moldeadas de fundicion, hierro o acero.","456"
"2018-03-01","7326 - Las demas manufacturas de hierro o acero.","17856"
"2018-03-01","7402 - Cobre sin refinar; anodos de cobre para refinado electrolitico.","0"
"2018-03-01","7403 - Cobre refinado y aleaciones de cobre, en bruto.","0"
"2018-03-01","7406 - Polvo y escamillas, de cobre.","44"
"2018-03-01","7407 - Barras y perfiles, de cobre.","506"
"2018-03-01","7408 - Alambre de cobre.","19620"
"2018-03-01","7409 - Chapas y tiras, de cobre, de espesor superior a 0,15 mm.","993"
"2018-03-01","7410 - Hojas y tiras, delgadas, de cobre (incluso impresas o fijadas sobre papel, carton, plastico o soportes similares), de espesor inferior o igual a 0,15 mm (sin incluir el soporte).","192"
"2018-03-01","7411 - Tubos de cobre.","4350"
"2018-03-01","7412 - Accesorios de tuberia (por ejemplo: empalmes (racores), codos, manguitos) de cobre.","1943"
"2018-03-01","7413 - Cables, trenzas y articulos similares, de cobre, sin aislar para electricidad.","258"
"2018-03-01","7415 - Puntas, clavos, chinchetas (chinches), grapas apuntadas y articulos similares, de cobre, o con espiga de hierro o acero y cabeza de cobre; tornillos, pernos, tuercas, escarpias roscadas, remaches, pasadores, clavijas, chavetas y arandelas (incluidas las","210"
"2018-03-01","7418 - Articulos de uso domestico, higiene o tocador, y sus partes, de cobre; esponjas, estropajos, guantes y articulos similares para fregar, lustrar o usos analogos, de cobre.","135"
"2018-03-01","7419 - Las demas manufacturas de cobre.","549"
"2018-03-01","7502 - Niquel en bruto.","421"
"2018-03-01","7504 - Polvos y escamillas, de nmquel.","15"
"2018-03-01","7505 - Barras, perfiles y alambre, de niquel.","1023"
"2018-03-01","7506 - Chapas, hojas y tiras, de niquel.","86"
"2018-03-01","7507 - Tubos y accesorios de tuberia (por ejemplo: empalmes (racores), codos, manguitos), de niquel.","39"
"2018-03-01","7508 - Las demas manufacturas de niquel.","264"
"2018-03-01","7601 - Aluminio en bruto.","0"
"2018-03-01","7602 - Desperdicios y desechos, de aluminio.","0"
"2018-03-01","7603 - Polvo y escamillas, de aluminio.","154"
"2018-03-01","7604 - Barras y perfiles, de aluminio.","1893"
"2018-03-01","7605 - Alambre de aluminio.","256"
"2018-03-01","7606 - Chapas y tiras, de aluminio, de espesor superior a 0,2 mm.","5951"
"2018-03-01","7607 - Hojas y tiras, delgadas, de aluminio (incluso impresas o fijadas sobre papel, carton, plastico o soportes similares), de espesor inferior o igual a 0,2 mm (sin incluir el soporte).","5333"
"2018-03-01","7608 - Tubos de aluminio.","2571"
"2018-03-01","7609 - Accesorios de tuberia (por ejemplo: empalmes (racores), codos, manguitos) de aluminio.","1027"
"2018-03-01","7610 - Construcciones y sus partes (por ejemplo: puentes y sus partes, torres, castilletes, pilares, columnas, armazones para techumbre, techados, puertas y ventanas y sus marcos, bastidores y umbrales, balaustradas), de aluminio, excepto las construcciones pre","2076"
"2018-03-01","7611 - Depositos, cisternas, cubas y recipientes similares para cualquier materia (excepto gas comprimido o licuado), de aluminio, de capacidad superior a 300 l, sin dispositivos mecanicos ni termicos, incluso con revestimiento interior o calorifugo.","0"
"2018-03-01","7612 - Depositos, barriles, tambores, bidones, botes, cajas y recipientes similares, de aluminio (incluidos los envases tubulares rigidos o flexibles), para cualquier materia (excepto gas comprimido o licuado), de capacidad inferior o igual a 300 l, sin disposi","12119"
"2018-03-01","7613 - Recipentes para gas comprimido o licuado, de aluminio.","99"
"2018-03-01","7614 - Cables, trenzas y similares, de aluminio, sin aislar para electricidad.","0"
"2018-03-01","7615 - Articulos de uso domestico, higiene o tocador y sus partes, de aluminio; esponjas, estropajos, guantes y articulos similares para fregar, lustrar o usos analogos, de aluminio.","1889"
"2018-03-01","7616 - Las demas manufacturas de aluminio.","3442"
"2018-03-01","7804 - Chapas, hojas y tiras, de plomo; polvo y escamillas, de plomo.","0"
"2018-03-01","7806 - Las demas manufacturas de plomo.","11"
"2018-03-01","7901 - Cinc en bruto.","11049"
"2018-03-01","7903 - Polvo y escamillas, de cinc.","513"
"2018-03-01","7907 - Las demas manufacturas de cinc.","227"
"2018-03-01","8001 - Estaño en bruto.","830"
"2018-03-01","8003 - Barras, perfiles y alambre, de estaño.","306"
"2018-03-01","8007 - Las demas manufacturas de estaño.","2"
"2018-03-01","8101 - Volframio (tungsteno) y sus manufacturas, incluidos los desperdicios y desechos.","34"
"2018-03-01","8102 - Molibdeno y sus manufacturas, incluidos los desperdicios y desechos.","20"
"2018-03-01","8103 - Tantalio y sus manufacturas, incluidos los desperdicios y desechos.","0"
"2018-03-01","8104 - Magnesio y sus manufacturas, incluidos los desperdicios y desechos.","322"
"2018-03-01","8105 - Matas de cobalto y demas productos intermedios de la metalurgia del cobalto; cobalto y sus manufacturas, incluidos los desperdicios y desechos.","208"
"2018-03-01","8106 - Bismuto y sus manufacturas, incluidos los desperdicios y desechos.","0"
"2018-03-01","8108 - Titanio y sus manufacturas, incluidos los desperdicios y desechos.","112"
"2018-03-01","8109 - Circonio y sus manufacturas, incluidos los desperdicios y desechos.","0"
"2018-03-01","8110 - Antimonio y sus manufacturas, incluidos los desperdicios y desechos","0"
"2018-03-01","8111 - Manganeso y sus manufacturas, incluidos los desperdicios y desechos.","0"
"2018-03-01","8112 - Berilio, cromo, germanio, vanadio, galio, hafnio (celtio), indio, niobio (colombio), renio y talio, asi como las manufacturas de estos metales, incluidos los desperdicios y desechos.","0"
"2018-03-01","8113 - Cermet y sus manufacturas, incluidos los desperdicios y desechos.","29"
"2018-03-01","8201 - Layas, palas, azadas, picos, binaderas, horcas de labranza, rastrillos y raederas; hachas, hocinos y herramientas similares con filo; tijeras de podar de cualquier tipo; hoces y guadaqas, cuchillos para heno o para paja, cizallas para setos, cuqas y dema","279"
"2018-03-01","8202 - Sierras de mano; hojas de sierra de cualquier clase (incluso las fresas sierra y las hojas sin dentar).","1322"
"2018-03-01","8203 - Limas, escofinas, alicates (incluso cortantes), tenazas, pinzas, cizallas para metales, cortatubos, cortapernos, sacabocados y herramientas similares, de mano.","1476"
"2018-03-01","8204 - Llaves de ajuste de mano (incluidas las llaves dinamometricas); cubos de ajuste intercambiables, incluso con mango.","2558"
"2018-03-01","8205 - Herramientas de mano (incluidos los diamantes de vidriero) no expresadas ni comprendidas en otra parte; lamparas de soldar y similares; tornillos de banco, prensas de carpintero y similares, excepto los que sean accesorios o partes de maquinas herramient","3249"
"2018-03-01","8206 - Herramientas de dos o mas de las partidas n: 82.02 a 82.05, acondicionadas en juegos para la venta al por menor.","798"
"2018-03-01","8207 - Utiles intercambiables para herramientas de mano, incluso mecanicas, o para maquinas herramienta (por ejemplo: de embutir, estampar, punzonar, roscar (incluso aterrajar), taladrar, escariar, brochar, fresar, tornear, atornillar), incluidas las hileras pa","8440"
"2018-03-01","8208 - Cuchillas y hojas cortantes, para maquinas o aparatos mecanicos.","1605"
"2018-03-01","8209 - Plaquitas, varillas, puntas y artmculos similares para ztiles, sin montar, de cermet.","1152"
"2018-03-01","8210 - Aparatos mecanicos accionados a mano, de peso inferior o igual a 10 kg, utilizados para preparar, acondicionar o servir alimentos o bebidas.","417"
"2018-03-01","8211 - Cuchillos con hoja cortante o dentada, incluidas las navajas de podar, y sus hojas (excepto los de la partida n: 82.08).","985"
"2018-03-01","8212 - Navajas y maquinas de afeitar y sus hojas (incluidos los esbozos en fleje).","5615"
"2018-03-01","8213 - Tijeras y sus hojas.","640"
"2018-03-01","8214 - Los demas articulos de cuchilleria (por ejemplo: maquinas de cortar el pelo o de esquilar, cuchillas para picar carne, tajaderas de carniceria o cocina y cortapapeles); herramientas y juegos de herramientas de manicura o pedicuro (incluidas las limas par","403"
"2018-03-01","8215 - Cucharas, tenedores, cucharones, espumaderas, palas para tarta, cuchillos para pescado o manteca (mantequilla)*, pinzas para azucar y articulos similares.","1015"
"2018-03-01","8301 - Candados, cerraduras y cerrojos (de llave, combinacion o electricos), de metal comun; cierres y monturas cierre, con cerradura incorporada, de metal comun; llaves de metal comun para estos articulos.","6301"
"2018-03-01","8302 - Guarniciones, herrajes y articulos similares, de metal comun, para muebles, puertas, escaleras, ventanas, persianas, carrocerias, articulos de guarnicioneria, baules, arcas, cofres y demas manufacturas de esta clase; colgadores, perchas, soportes y artic","11768"
"2018-03-01","8303 - Cajas de caudales, puertas blindadas y compartimientos para camaras acorazadas, cofres y cajas de seguridad y articulos similares, de metal comun.","408"
"2018-03-01","8304 - Clasificadores, ficheros, cajas de clasificacion, bandejas de correspondencia, plumeros (vasos o cajas para plumas de escribir ), portasellos y material similar de oficina, de metal comun, excepto los muebles de oficina de la partida n: 94.03.","20"
"2018-03-01","8305 - Mecanismos para encuadernacion de hojas intercambiables o para clasificadores, sujetadores, cantoneras, clips, indices de seqal y articulos similares de oficina, de metal comun; grapas en tiras (por ejemplo: de oficina, tapiceria o envase), de metal comu","267"
"2018-03-01","8306 - Campanas, campanillas, gongos y articulos similares, que no sean electricos, de metal comun; estatuillas y demas articulos de adorno, de metal comun; marcos para fotografias, grabados o similares, de metal comun; espejos de metal comun.","539"
"2018-03-01","8307 - Tubos flexibles de metal comun, incluso con sus accesorios.","454"
"2018-03-01","8308 - Cierres, monturas cierre, hebillas, hebillas cierre, corchetes, ganchos, anillos para ojetes y articulos similares, de metal comun, para prendas de vestir, calzado, toldos, marroquineria o demas articulos confeccionados; remaches tubulares o con espiga h","663"
"2018-03-01","8309 - Tapones y tapas (incluidas las tapas corona, las tapas roscadas y los tapones vertedores), capsulas para botellas, tapones roscados, sobretapas, precintos y demas accesorios para envases, de metal comun.","6220"
"2018-03-01","8310 - Placas indicadoras, placas rotulo, placas de direcciones y placas similares, cifras, letras y signos diversos, de metal comun, excepto los de la partida n: 94.05.","417"
"2018-03-01","8311 - Alambres, varillas, tubos, placas, electrodos y articulos similares, de metal comun o de carburo metalico, recubiertos o rellenos de decapantes o de fundentes, para soldadura o deposito de metal o de carburo metalico; alambres y varillas, de polvo de met","1066"
"2018-03-01","8402 - Calderas de vapor (generadores de vapor), excepto las de calefaccion central concebidas para producir agua caliente y tambien vapor a baja presion; calderas denominadas de ""agua sobrecalentada"".","1533"
"2018-03-01","8403 - Calderas para calefaccion central, excepto las de la partida n: 84.02.","1774"
"2018-03-01","8404 - Aparatos auxiliares para las calderas de las partidas n: 84.02 u 84.03 (por ejemplo: economizadores, recalentadores, deshollinadores o recuperadores de gas); condensadores para maquinas de vapor.","174"
"2018-03-01","8405 - Generadores de gas pobre (gas de aire) o de gas de agua, incluso con sus depuradores; generadores de acetileno y generadores similares de gases, por via humeda, incluso con sus depuradores.","0"
"2018-03-01","8406 - Turbinas de vapor.","367"
"2018-03-01","8407 - Motores de embolo (piston) alternativo y motores rotativos, de encendido por chispa (motores de explosion).","33548"
"2018-03-01","8408 - Motores de embolo (piston) de encendido por compresion (motores diesel o semidiesel).","63253"
"2018-03-01","8409 - Partes identificables como destinadas, exclusiva o principalmente, a los motores de las partidas n: 84.07 u 84.08.","36454"
"2018-03-01","8411 - Turborreactores, turbopropulsores y demas turbinas de gas.","50603"
"2018-03-01","8412 - Los demas motores y maquinas motrices.","6963"
"2018-03-01","8413 - Bombas para liquidos, incluso con dispositivo medidor incorporado; elevadores de liquidos.","36462"
"2018-03-01","8414 - Bombas de aire o de vacio, compresores de aire u otros gases y ventiladores; campanas aspirantes para extraccion o reciclado, con ventilador incorporado, incluso con filtro.","40409"
"2018-03-01","8415 - Maquinas y aparatos para acondicionamiento de aire que comprendan un ventilador con motor y los dispositivos adecuados para modificar la temperatura y la humedad, aunque no regulen separadamente el grado higrometrico.","21585"
"2018-03-01","8416 - Quemadores para la alimentacion de hogares, de combustibles liquidos o solidos pulverizados o de gases; alimentadores mecanicos de hogares, parrillas mecanicas, descargadores mecanicos de cenizas y demas dispositivos mecanicos auxiliares empleados en hog","205"
"2018-03-01","8417 - Hornos industriales o de laboratorio, incluidos los incineradores, que no sean electricos.","829"
"2018-03-01","8418 - Refrigeradores, congeladores y demas material, maquinas y aparatos para produccion de frio, aunque no sean electricos; bombas de calor, excepto las maquinas y aparatos para acondicionamiento de aire de la partida n: 84.15.","15050"
"2018-03-01","8419 - Aparatos y dispositivos, aunque se calienten electricamente, para el tratamiento de materias mediante operaciones que impliquen un cambio de temperatura, tales como calentamiento, coccion, torrefaccion, destilacion, rectificacion, esterilizacion, pasteur","17453"
"2018-03-01","8420 - Calandrias y laminadores, excepto para metal o vidrio, y cilindros para estas maquinas.","1171"
"2018-03-01","8421 - Centrifugadoras, incluidas las secadoras centrifugas; aparatos para filtrar o depurar liquidos o gases.","33952"
"2018-03-01","8422 - Maquinas para lavar vajilla; maquinas y aparatos para limpiar o secar botellas o demas recipientes; maquinas y aparatos para llenar, cerrar, tapar, taponar o etiquetar botellas, botes o latas, cajas, sacos (bolsas) o continentes analogos; maquinas y apar","16158"
"2018-03-01","8423 - Aparatos e instrumentos para pesar, incluidas las basculas o balanzas para comprobar o contar piezas fabricadas, excepto las balanzas sensibles a un peso inferior o igual a 5 cg; pesas para toda clase de basculas o balanzas.","2003"
"2018-03-01","8424 - Aparatos mecanicos (incluso manuales) para proyectar, dispersar o pulverizar materias liquidas o en polvo; extintores, incluso cargados; pistolas aerograficas y aparatos similares; maquinas y aparatos de chorro de arena o de vapor y aparatos de chorro si","16055"
"2018-03-01","8425 - Polipastos; tornos y cabrestantes; gatos.","2804"
"2018-03-01","8426 - Gruas y aparatos de elevacion sobre cable aereo; puentes rodantes, porticos de descarga o manipulacion, puentes grua, carretillas puente y carretillas grua.","6258"
"2018-03-01","8427 - Carretillas apiladoras; las demas carretillas de manipulacion con dispositivo de elevacion incorporado.","15729"
"2018-03-01","8428 - Las demas maquinas y aparatos de elevacion, carga, descarga o manipulacion (por ejemplo: ascensores, escaleras mecanicas, transportadores, telefericos).","16694"
"2018-03-01","8429 - Topadoras frontales (""bulldozers""), topadoras angulares (""angledozers""), niveladoras, traillas (""scrapers""), palas mecanicas, excavadoras, cargadoras, palas cargadoras, compactadoras y apisonadoras (""aplanadoras""), autopropulsadas.","48411"
"2018-03-01","8430 - Las demas maquinas y aparatos para explanar, nivelar, traillar (""scraping""), excavar, compactar, apisonar (aplanar), extraer o perforar tierra o minerales; martinetes y maquinas para arrancar pilotes, estacas o similares; quitanieves.","6863"
"2018-03-01","8431 - Partes identificables como destinadas, exclusiva o principalmente, a las maquinas o aparatos de las partidas n: 84.25 a 84.30.","10882"
"2018-03-01","8432 - Maquinas, aparatos y artefactos agricolas, horticolas o silvicolas, para la preparacion o el trabajo del suelo o para el cultivo; rodillos para cesped o terrenos de deporte.","1197"
"2018-03-01","8433 - Maquinas, aparatos y artefactos para cosechar o trillar, incluidas las prensas para paja o forraje; cortadoras de cesped y guadaqadoras; maquinas para limpieza o clasificacion de huevos, frutos o demas productos agricolas, excepto las de la partida n: 84","51048"
"2018-03-01","8434 - Maquinas para ordeqar y maquinas y aparatos para la industria lechera.","266"
"2018-03-01","8435 - Prensas, estrujadoras y maquinas y aparatos analogos para la produccion de vino, sidra, jugos de frutos o bebidas similares.","693"
"2018-03-01","8436 - Las demas maquinas y aparatos para la agricultura, horticultura, silvicultura, avicultura o apicultura, incluidos los germinadores con dispositivos mecanicos o termicos incorporados y las incubadoras y criadoras avicolas.","1963"
"2018-03-01","8437 - Maquinas para limpieza, clasificacion o cribado de semillas, granos u hortalizas de vaina secas; maquinas y aparatos para molienda o tratamiento de cereales u hortalizas de vaina secas, excepto las de tipo rural.","2452"
"2018-03-01","8438 - Maquinas y aparatos, no expresados ni comprendidos en otra parte de este capitulo, para la preparacion o fabricacion industrial de alimentos o bebidas, excepto las maquinas y aparatos para extraccion o preparacion de aceites o grasas, animales o vegetale","6558"
"2018-03-01","8439 - Maquinas y aparatos para la fabricacion de pasta de materias fibrosas celulosicas o para la fabricacion o acabado de papel o carton.","613"
"2018-03-01","8440 - Maquinas y aparatos para encuadernacion, incluidas las maquinas para coser pliegos.","33"
"2018-03-01","8441 - Las demas maquinas y aparatos para el trabajo de la pasta de papel, del papel o carton, incluidas las cortadoras de cualquier tipo.","3413"
"2018-03-01","8442 - Maquinas, aparatos y material (excepto las maquinas herramienta de las partidas n: 84.56 a 84.65) para fundir o componer caracteres o para preparar o fabricar clises, planchas, cilindros o demas elementos impresores; caracteres de imprenta, clises, planc","307"
